Thu Dec  9 10:58:27 2021    cProfile_output

         15254792 function calls (14983050 primitive calls) in 20.212 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pdcompat.py:40(<module>)
      227    0.000    0.000    0.000    0.000 utils.py:594(hashable)
      332    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 indexing.py:736(_convert_scalar_indexer)
       17    0.000    0.000    0.000    0.000 filters.py:304(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
       40    0.000    0.000    0.000    0.000 dataset.py:133(_get_virtual_variable)
        6    0.000    0.000    0.000    0.000 categorical.py:65(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 basic.py:584(AsyncMagics)
        1    0.000    0.000    0.000    0.000 diff.py:429(_NodesTreeNode)
       20    0.000    0.000    0.000    0.000 _base.py:281(_getdefaults)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4074(<genexpr>)
        2    0.000    0.000    0.000    0.000 sizeof.py:1(<module>)
       40    0.000    0.000    0.000    0.000 callbacks.py:90(local_callbacks)
        2    0.000    0.000    0.000    0.000 scanner.py:1134(scan_flow_scalar)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
       30    0.000    0.000    0.000    0.000 generic.py:3227(_set_as_cached)
        1    0.000    0.000    0.000    0.000 function.py:19(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       56    0.000    0.000    0.000    0.000 rcsetup.py:995(_validate_linestyle)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1484(_setResultsName)
        6    0.000    0.000    0.000    0.000 parser.py:476(parse_flow_sequence_entry)
       37    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 toolbars.py:1(<module>)
       80    0.000    0.000    0.000    0.000 patches.py:264(set_antialiased)
      720    0.000    0.000    0.000    0.000 __init__.py:1766(<listcomp>)
        1    0.000    0.000    0.000    0.000 selector_events.py:105(_make_self_pipe)
       10    0.000    0.000    0.000    0.000 dataset.py:2501(<listcomp>)
        4    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 executor.py:6(<module>)
       98    0.000    0.000    0.000    0.000 argparse.py:290(_join_parts)
        1    0.000    0.000    0.000    0.000 ssh.py:1(<module>)
       12    0.000    0.000    0.000    0.000 variable.py:1968(_unary_op)
       83    0.000    0.000    0.000    0.000 blockwise.py:757(<listcomp>)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:72(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
       10    0.000    0.000    0.000    0.000 transforms.py:276(frozen)
       46    0.000    0.000    0.000    0.000 colors.py:825(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:44(NumericIndex)
        1    0.000    0.000    0.000    0.000 config.py:28(ConfigMagics)
      186    0.000    0.000    0.000    0.000 io.py:36(clone)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
      333    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1407(__init__)
        1    0.000    0.000    0.000    0.000 locket.py:6(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
      132    0.000    0.000    0.000    0.000 six.py:105(__init__)
       10    0.000    0.000    0.000    0.000 figure.py:70(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1561(addParseAction)
       10    0.000    0.000    0.000    0.000 groupby.py:747(lookup_order)
      774    0.000    0.000    0.000    0.000 __init__.py:2595(_reload_version)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
       10    0.000    0.000    0.000    0.000 shape_base.py:1169(tile)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
      150    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       10    0.000    0.000    0.000    0.000 numeric.py:334(full_like)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:3(<module>)
        2    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:536(_get_xdg_config_dir)
        4    0.000    0.000    0.000    0.000 sortedlist.py:58(decorating_function)
        1    0.000    0.000    0.000    0.000 progress.py:1(<module>)
       40    0.000    0.000    0.000    0.000 computation.py:87(all_core_dims)
      220    0.000    0.000    0.000    0.000 variable.py:1059(<genexpr>)
        1    0.000    0.000    0.000    0.000 mask_ops.py:3(<module>)
       55    0.000    0.000    0.000    0.000 widget.py:232(register)
        1    0.000    0.000    0.000    0.000 ptutils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:593(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 docstrings.py:3(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 normalizer.py:14(Normalizer)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1153(__init__)
      200    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3220(_Backend)
    80/40    0.000    0.000    0.000    0.000 transforms.py:2356(<lambda>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
       20    0.000    0.000    0.000    0.000 core.py:457(quote)
        1    0.000    0.000    0.000    0.000 parsing.py:2(<module>)
        4    0.000    0.000    0.000    0.000 generic.py:11142(_make_min_count_stat_function)
      350    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       20    0.000    0.000    0.000    0.000 transforms.py:2093(__init__)
        6    0.000    0.000    0.000    0.000 sortedset.py:269(__make_cmp)
        1    0.000    0.000    0.000    0.000 asyncio.py:40(BaseAsyncIOLoop)
      140    0.000    0.000    0.000    0.000 common.py:335(apply_if_callable)
        1    0.000    0.000    0.000    0.000 common.py:49(<setcomp>)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
      150    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
       10    0.000    0.000    0.000    0.000 base.py:2906(_convert_slice_indexer)
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.get_reverse_indexer}
      523    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
       41    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       20    0.000    0.000    0.000    0.000 figure.py:82(get)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:56(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pseudonetcdf_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2464(Fixed)
       30    0.000    0.000    0.000    0.000 format.py:399(justify)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widget.py:288(Widget)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       60    0.000    0.000    0.000    0.000 dates.py:175(_get_rc_timezone)
       10    0.000    0.000    0.000    0.000 gridspec.py:184(__init__)
      310    0.000    0.000    0.000    0.000 artist.py:1020(sticky_edges)
        1    0.000    0.000    0.000    0.000 netutil.py:304(Resolver)
    57/38    0.000    0.000    0.000    0.000 utils.py:449(register)
        6    0.000    0.000    0.000    0.000 patches.py:1857(<listcomp>)
        6    0.000    0.000    0.000    0.000 sortedlist.py:1534(__make_cmp)
       40    0.000    0.000    0.000    0.000 dataarray.py:537(ndim)
      169    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
      169    0.000    0.000    0.000    0.000 events.py:65(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       40    0.000    0.000    0.000    0.000 core.py:677(getdata)
        1    0.000    0.000    0.000    0.000 compilerop.py:11(<module>)
        7    0.000    0.000    0.000    0.000 _continuous_distns.py:6928(vectorize_decorator)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
       60    0.000    0.000    0.000    0.000 blockwise.py:585(<dictcomp>)
      143    0.000    0.000    0.000    0.000 series.py:403(_set_subtyp)
        7    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
        4    0.000    0.000    0.000    0.000 _compatibility.py:294(use_metaclass)
     1200    0.000    0.000    0.000    0.000 lowess_smoother.py:82(<lambda>)
        1    0.000    0.000    0.000    0.000 api.py:909(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mixed.py:3(<module>)
       13    0.000    0.000    0.000    0.000 pickle.py:374(__init__)
        6    0.000    0.000    0.000    0.000 pathlib.py:1363(is_dir)
       58    0.000    0.000    0.000    0.000 traitlets.py:2259(class_init)
      467    0.000    0.000    0.000    0.000 artist.py:1334(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:1(<module>)
       93    0.000    0.000    0.000    0.000 re.py:252(escape)
       12    0.000    0.000    0.000    0.000 six.py:91(__get__)
       20    0.000    0.000    0.000    0.000 _base.py:3464(get_ybound)
        1    0.000    0.000    0.000    0.000 quiver.py:255(QuiverKey)
        1    0.000    0.000    0.000    0.000 colors.py:442(Colormap)
        2    0.000    0.000    0.000    0.000 deprecation.py:374(_make_keyword_only)
        1    0.000    0.000    0.000    0.000 npcompat.py:31(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:242(FilterBinOp)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 cast.py:100(maybe_downcast_to_dtype)
       80    0.000    0.000    0.000    0.000 dtypes.py:334(construct_from_string)
      312    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 patches.py:3936(FancyArrowPatch)
      220    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
       80    0.000    0.000    0.000    0.000 computation.py:71(all_input_core_dims)
      130    0.000    0.000    0.000    0.000 dataarray.py:1016(<dictcomp>)
      154    0.000    0.000    0.000    0.000 inference.py:325(<genexpr>)
      520    0.000    0.000    0.000    0.000 fromnumeric.py:3033(_ndim_dispatcher)
      191    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
       11    0.000    0.000    0.000    0.000 argparse.py:663(_fill_text)
  361/121    0.000    0.000    0.000    0.000 combine.py:20(_infer_tile_ids_from_nested_list)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
      109    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        2    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2400(__call__)
        1    0.000    0.000    0.000    0.000 thread.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:3622(drop_vars)
    57/32    0.000    0.000    0.000    0.000 utils.py:452(wrapper)
       30    0.000    0.000    0.000    0.000 series.py:548(__len__)
        1    0.000    0.000    0.000    0.000 profiledir.py:28(ProfileDir)
      148    0.000    0.000    0.000    0.000 traitlets.py:181(is_trait)
       28    0.000    0.000    0.000    0.000 argparse.py:1465(_get_optional_kwargs)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3313(export)
      329    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 array.py:1461(_add_comparison_ops)
       20    0.000    0.000    0.000    0.000 common.py:140(ensure_int_or_float)
        1    0.000    0.000    0.000    0.000 base.py:11(ExtensionDtype)
      212    0.000    0.000    0.000    0.000 __init__.py:28(set_function_name)
        1    0.000    0.000    0.000    0.000 subprocess.py:1608(_try_wait)
        1    0.000    0.000    0.000    0.000 widget_upload.py:29(FileUpload)
        3    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        1    0.000    0.000    0.000    0.000 patches.py:2455(FancyBboxPatch)
        5    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
       20    0.000    0.000    0.000    0.000 generic.py:255(_validate_dtype)
       20    0.000    0.000    0.000    0.000 common.py:209(count_not_none)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:23(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1774(set)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2162(__radd__)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
      230    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
       30    0.000    0.000    0.000    0.000 generic.py:89(generate_property)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
       50    0.000    0.000    0.000    0.000 _base.py:3289(get_xscale)
        1    0.000    0.000    0.000    0.000 rasterio_.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:603(open_binary)
      167    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
       10    0.000    0.000    0.000    0.000 nanops.py:334(_wrap_results)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.000    0.000 patches.py:1145(Arrow)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:132(_family)
       12    0.000    0.000    0.000    0.000 dataset.py:4749(_unary_op)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
       10    0.000    0.000    0.000    0.000 generic.py:3255(_maybe_update_cacher)
       30    0.000    0.000    0.000    0.000 base.py:766(_assert_take_fillable)
       20    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_float64}
      161    0.000    0.000    0.000    0.000 config.py:594(_translate_key)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
       40    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      720    0.000    0.000    0.000    0.000 __init__.py:1771(<listcomp>)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 iostream.py:1343(SSLIOStream)
       14    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
       59    0.000    0.000    0.000    0.000 ufuncs.py:82(_skip_signature)
       30    0.000    0.000    0.000    0.000 variable.py:492(dims)
        1    0.000    0.000    0.000    0.000 __init__.py:413(Process)
      301    0.000    0.000    0.000    0.000 datetimelike.py:109(values)
       10    0.000    0.000    0.000    0.000 base.py:4506(_maybe_promote)
       50    0.000    0.000    0.000    0.000 inference.py:395(is_sequence)
      195    0.000    0.000    0.000    0.000 utils.py:652(derived_from)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
       90    0.000    0.000    0.000    0.000 blocks.py:240(to_dense)
        1    0.000    0.000    0.000    0.000 array.py:195(SparseArray)
        1    0.000    0.000    0.000    0.000 session.py:261(Session)
      280    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
       12    0.000    0.000    0.000    0.000 dataarray.py:2566(_unary_op)
      310    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
      640    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2071(frechet_r_gen)
       25    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2571(__eq__)
        1    0.000    0.000    0.000    0.000 pydap_.py:1(<module>)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
     1210    0.000    0.000    0.000    0.000 core.py:4227(<genexpr>)
       40    0.000    0.000    0.000    0.000 _pslinux.py:587(<listcomp>)
      282    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
      240    0.000    0.000    0.000    0.000 stride_tricks.py:266(<genexpr>)
       94    0.000    0.000    0.000    0.000 functoolz.py:902(<genexpr>)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
      120    0.000    0.000    0.000    0.000 utils.py:487(_tostr)
       20    0.000    0.000    0.000    0.000 figure.py:74(as_list)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:89(__calc_weekday)
        3    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:34(DisplayFormatter)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3866(<genexpr>)
       20    0.000    0.000    0.000    0.000 __init__.py:690(push)
        1    0.000    0.000    0.000    0.000 utils_perf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        3    0.000    0.000    0.000    0.000 __init__.py:127(parse_version)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:14(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1622(preParse)
        1    0.000    0.000    0.000    0.000 parser.py:20(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
       60    0.000    0.000    0.000    0.000 cast.py:1492(construct_1d_ndarray_preserving_na)
        1    0.000    0.000    0.000    0.000 channelsabc.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1173(stat)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        6    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
       10    0.000    0.000    0.000    0.000 pyplot.py:592(gcf)
      238    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1571(addCondition)
       50    0.000    0.000    0.000    0.000 dataarray.py:2545(_result_name)
        4    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
       55    0.000    0.000    0.000    0.000 extension.py:24(inherit_from_data)
       10    0.000    0.000    0.000    0.000 generic.py:1658(_get_data_to_aggregate)
        1    0.000    0.000    0.000    0.000 dtypes.py:45(Registry)
      126    0.000    0.000    0.000    0.000 _util.py:174(check_random_state)
       50    0.000    0.000    0.000    0.000 dataarray.py:677(attrs)
      149    0.000    0.000    0.000    0.000 style.py:29(<genexpr>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:10(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
       30    0.000    0.000    0.000    0.000 printing.py:60(justify)
      201    0.000    0.000    0.000    0.000 datetimelike.py:456(_ndarray_values)
        1    0.000    0.000    0.000    0.000 key_processor.py:8(<module>)
        1    0.000    0.000    0.000    0.000 kernel_regression.py:29(<module>)
      153    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1771(get)
        1    0.000    0.000    0.000    0.000 overlap.py:1(<module>)
       40    0.000    0.000    0.000    0.000 nanops.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
       22    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        3    0.000    0.000    0.000    0.000 _subplots.py:202(subplot_class_factory)
       70    0.000    0.000    0.000    0.000 patches.py:469(set_hatch)
        1    0.000    0.000    0.000    0.000 font_manager.py:972(FontManager)
        1    0.000    0.000    0.000    0.000 stealing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:142(get_ip)
       80    0.000    0.000    0.000    0.000 dataarray.py:1005(<genexpr>)
       11    0.000    0.000    0.000    0.000 nputils.py:197(_create_bottleneck_method)
        1    0.000    0.000    0.000    0.000 range.py:732(_add_numeric_methods_binary)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 payload.py:8(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:88(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
       10    0.000    0.000    0.000    0.000 groupby.py:27(check_reduce_dims)
      105    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
       60    0.000    0.000    0.000    0.000 dtype.py:182(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:108(PandasExtensionDtype)
       10    0.000    0.000    0.000    0.000 arrayprint.py:69(_make_options_dict)
       52    0.000    0.000    0.000    0.000 pickle.py:669(save_none)
        1    0.000    0.000    0.000    0.000 autocall.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2191(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
      160    0.000    0.000    0.000    0.000 ticker.py:536(set_useOffset)
        1    0.000    0.000    0.000    0.000 pytables.py:2143(DataCol)
        1    0.000    0.000    0.000    0.000 offsets.py:1825(QuarterOffset)
        6    0.000    0.000    0.000    0.000 dis.py:301(_get_instructions_bytes)
        3    0.000    0.000    0.000    0.000 six.py:848(wrapper)
        1    0.000    0.000    0.000    0.000 _strptime.py:97(__calc_month)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
      386    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:11(Spine)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       70    0.000    0.000    0.000    0.000 __init__.py:85(__hash__)
        1    0.000    0.000    0.000    0.000 functoolz.py:453(memof)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:61(BlockManager)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
       10    0.000    0.000    0.000    0.000 offsetbox.py:657(get_transform)
       10    0.000    0.000    0.000    0.000 legend.py:609(_set_loc)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 blocks.py:91(Block)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:5069(_add_numeric_methods_binary)
       20    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.tzconversion.tz_localize_to_utc}
       10    0.000    0.000    0.000    0.000 fromnumeric.py:997(argsort)
       14    0.000    0.000    0.000    0.000 docutils.py:6(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:647(get_data_path)
      120    0.000    0.000    0.000    0.000 lru_cache.py:79(__delitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:630(find)
        1    0.000    0.000    0.000    0.000 utils.py:438(OrderedSet)
        2    0.000    0.000    0.000    0.000 config.py:199(ensure_file)
        4    0.000    0.000    0.000    0.000 strings.py:1982(_pat_wrapper)
      120    0.000    0.000    0.000    0.000 _dtype.py:190(_datetime_metadata_str)
        1    0.000    0.000    0.000    0.000 document.py:72(Document)
       10    0.000    0.000    0.000    0.000 resample.py:1101(_wrap_result)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       30    0.000    0.000    0.000    0.000 axis.py:2461(get_minpos)
       20    0.000    0.000    0.000    0.000 dates.py:211(_to_ordinalf)
       10    0.000    0.000    0.000    0.000 dataset.py:4781(_inplace_binary_op)
       30    0.000    0.000    0.000    0.000 coordinates.py:70(__contains__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       10    0.000    0.000    0.000    0.000 variable.py:1997(_inplace_binary_op)
      610    0.000    0.000    0.000    0.000 utils.py:416(__getitem__)
       20    0.000    0.000    0.000    0.000 datetimes.py:2104(_maybe_normalize_endpoints)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
       38    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 hashing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 progressbar.py:143(ProgressWidget)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:198(BooleanArray)
      161    0.000    0.000    0.000    0.000 config.py:533(_select_options)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 strtypes.py:6(<module>)
      143    0.000    0.000    0.000    0.000 typing.py:479(__hash__)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:1(<module>)
       10    0.000    0.000    0.000    0.000 figure.py:486(set_tight_layout)
        1    0.000    0.000    0.000    0.000 __init__.py:614(_get_data_path)
      206    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
      169    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
       13    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
        1    0.000    0.000    0.000    0.000 _label.py:309(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 _base.py:13(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
       63    0.000    0.000    0.000    0.000 rcsetup.py:447(validate_fontsize)
