Thu Dec  9 10:58:27 2021    cProfile_output

         15254792 function calls (14983050 primitive calls) in 20.212 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      650    0.001    0.000    0.003    0.000 _inspect.py:98(getargspec)
      120    0.001    0.000    0.003    0.000 conventions.py:358(_update_bounds_attributes)
       20    0.000    0.000    0.003    0.000 dates.py:2007(default_units)
      240    0.001    0.000    0.003    0.000 timedeltas.py:181(_simple_new)
      323    0.000    0.000    0.003    0.000 fromnumeric.py:2324(all)
     4080    0.002    0.000    0.003    0.000 variable.py:317(dtype)
    11426    0.003    0.000    0.003    0.000 base.py:1182(name)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
     8156    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.003    0.000 resample.py:1265(resample)
        1    0.000    0.000    0.003    0.003 _signatures.py:167(update_signature_registry)
     6960    0.003    0.000    0.003    0.000 file_manager.py:157(_optional_lock)
     5324    0.002    0.000    0.003    0.000 sre_parse.py:172(append)
      560    0.002    0.000    0.003    0.000 datetimelike.py:826(_isnan)
       20    0.003    0.000    0.003    0.000 {pandas._libs.tslibs.resolution.month_position_check}
       30    0.000    0.000    0.003    0.000 datetimes.py:579(astype)
      720    0.002    0.000    0.003    0.000 locks.py:159(__exit__)
       26    0.000    0.000    0.003    0.000 pickle.py:718(save_bytes)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3365(<listcomp>)
       22    0.000    0.000    0.003    0.000 gettext.py:624(gettext)
        1    0.000    0.000    0.003    0.003 typing.py:19(<module>)
        1    0.000    0.000    0.003    0.003 pylab.py:2(<module>)
       30    0.000    0.000    0.003    0.000 rcsetup.py:477(validate_font_properties)
     1307    0.001    0.000    0.003    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.003    0.003 __init__.py:23(<module>)
       22    0.000    0.000    0.003    0.000 gettext.py:585(dgettext)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:113(parse)
     6227    0.002    0.000    0.003    0.000 sre_parse.py:160(__len__)
      260    0.000    0.000    0.003    0.000 {method 'min' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.003    0.000 indexes.py:63(default_indexes)
      180    0.000    0.000    0.003    0.000 transforms.py:788(from_extents)
  2440/20    0.001    0.000    0.003    0.000 local.py:285(nested_get)
     6189    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
     1220    0.003    0.000    0.003    0.000 _methods.py:50(_count_reduce_items)
       10    0.000    0.000    0.003    0.000 managers.py:1274(_slice_take_blocks_ax0)
      170    0.000    0.000    0.003    0.000 transforms.py:762(unit)
      160    0.001    0.000    0.003    0.000 transforms.py:1914(rotate)
        3    0.000    0.000    0.003    0.001 ops.py:321(inject_all_ops_and_reduce_methods)
       22    0.000    0.000    0.003    0.000 gettext.py:514(translation)
     1609    0.002    0.000    0.003    0.000 core.py:3018(common_blockdim)
    12821    0.003    0.000    0.003    0.000 {function RcParams.__getitem__ at 0x7f257a62f170}
       20    0.000    0.000    0.003    0.000 indexes.py:80(<dictcomp>)
     2960    0.002    0.000    0.003    0.000 datetimes.py:500(tz)
     2300    0.001    0.000    0.003    0.000 alignment.py:357(is_alignable)
        1    0.000    0.000    0.003    0.003 history.py:2(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:112(<module>)
      780    0.001    0.000    0.003    0.000 indexing.py:1373(__array__)
      130    0.001    0.000    0.003    0.000 transforms.py:1976(scale)
        1    0.000    0.000    0.003    0.003 _ode.py:39(<module>)
     2040    0.003    0.000    0.003    0.000 {method 'filters' of 'netCDF4._netCDF4.Variable' objects}
        1    0.000    0.000    0.003    0.003 message.py:5(<module>)
    19200    0.003    0.000    0.003    0.000 local.py:319(identity)
        1    0.000    0.000    0.003    0.003 widget_selection.py:7(<module>)
        1    0.000    0.000    0.003    0.003 _linprog_ip.py:18(<module>)
        1    0.000    0.000    0.003    0.003 pairwise.py:12(<module>)
       40    0.000    0.000    0.003    0.000 pool.py:796(Process)
      848    0.000    0.000    0.003    0.000 typing.py:351(<genexpr>)
      220    0.000    0.000    0.003    0.000 lines.py:1257(set_markerfacecoloralt)
      270    0.001    0.000    0.003    0.000 common.py:99(is_bool_indexer)
    26270    0.003    0.000    0.003    0.000 functoolz.py:18(identity)
      230    0.001    0.000    0.003    0.000 lines.py:1146(set_linestyle)
      241    0.000    0.000    0.003    0.000 dataset.py:1212(__iter__)
    40/20    0.001    0.000    0.003    0.000 local.py:299(<listcomp>)
    10706    0.003    0.000    0.003    0.000 {built-in method numpy.geterrobj}
      130    0.000    0.000    0.003    0.000 axis.py:1502(_update_axisinfo)
     1240    0.001    0.000    0.003    0.000 slicing.py:293(<listcomp>)
     1687    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       10    0.000    0.000    0.003    0.000 indexing.py:98(get_indexer_nd)
      280    0.000    0.000    0.003    0.000 datetimelike.py:840(_maybe_mask_results)
       27    0.000    0.000    0.003    0.000 pyparsing.py:3278(__init__)
    13230    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
     8312    0.003    0.000    0.003    0.000 {method 'values' of 'mappingproxy' objects}
       30    0.000    0.000    0.003    0.000 cast.py:167(maybe_downcast_numeric)
      160    0.000    0.000    0.003    0.000 axis.py:1539(convert_units)
        1    0.000    0.000    0.003    0.003 history.py:36(HistoryMagics)
        1    0.000    0.000    0.003    0.003 constructor.py:163(SafeConstructor)
        1    0.000    0.000    0.003    0.003 _json.py:1(<module>)
       10    0.000    0.000    0.003    0.000 dataarray.py:84(_infer_coords_and_dims)
       22    0.000    0.000    0.003    0.000 gettext.py:474(find)
     2040    0.002    0.000    0.003    0.000 dataset.py:1736(selkeys)
     2623    0.001    0.000    0.003    0.000 utils.py:388(__iter__)
      174    0.000    0.000    0.003    0.000 posixpath.py:376(abspath)
    16800    0.003    0.000    0.003    0.000 blockwise.py:717(<genexpr>)
      120    0.000    0.000    0.003    0.000 netCDF4_.py:412(get_encoding)
     2420    0.002    0.000    0.003    0.000 base.py:1217(_get_names)
        1    0.000    0.000    0.003    0.003 chunk.py:1(<module>)
     2036    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:792(find_spec)
    21600    0.003    0.000    0.003    0.000 order.py:233(<genexpr>)
     9600    0.003    0.000    0.003    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.003    0.003 measurements.py:31(<module>)
      290    0.000    0.000    0.003    0.000 posixpath.py:168(islink)
       23    0.000    0.000    0.003    0.000 overrides.py:206(decorator)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
    21600    0.003    0.000    0.003    0.000 order.py:203(<genexpr>)
     1281    0.002    0.000    0.003    0.000 transforms.py:1683(__init__)
       20    0.002    0.000    0.003    0.000 order.py:229(<dictcomp>)
       35    0.000    0.000    0.003    0.000 argparse.py:632(_split_lines)
     1456    0.002    0.000    0.003    0.000 __init__.py:2812(__getattr__)
      241    0.001    0.000    0.003    0.000 tokenize.py:350(detect_encoding)
       20    0.000    0.000    0.003    0.000 ops.py:807(group_info)
        1    0.000    0.000    0.003    0.003 widget_int.py:7(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:959(Environment)
      122    0.001    0.000    0.003    0.000 merge.py:369(coerce_pandas_values)
        1    0.000    0.000    0.003    0.003 blocks.py:1(<module>)
       40    0.000    0.000    0.003    0.000 nanops.py:92(nanargmin)
        1    0.000    0.000    0.003    0.003 __init__.py:177(get_supported_platform)
        1    0.000    0.000    0.003    0.003 __init__.py:387(get_build_platform)
        1    0.000    0.000    0.003    0.003 osm.py:5(<module>)
     1240    0.001    0.000    0.003    0.000 slicing.py:310(<listcomp>)
        1    0.000    0.000    0.003    0.003 recfunctions.py:7(<module>)
        1    0.000    0.000    0.003    0.003 matfuncs.py:5(<module>)
       20    0.002    0.000    0.003    0.000 order.py:199(<dictcomp>)
       26    0.000    0.000    0.003    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.003    0.003 my_exceptions.py:1(<module>)
        3    0.002    0.001    0.003    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.003    0.003 morestats.py:1(<module>)
      780    0.001    0.000    0.003    0.000 transforms.py:126(invalidate)
        1    0.000    0.000    0.003    0.003 html.py:10(<module>)
       26    0.000    0.000    0.003    0.000 _backend.py:102(generate_multimethod)
        1    0.000    0.000    0.003    0.003 __init__.py:27(<module>)
    21600    0.003    0.000    0.003    0.000 order.py:205(<genexpr>)
       10    0.003    0.000    0.003    0.000 groupby.py:352(<listcomp>)
     2420    0.002    0.000    0.003    0.000 common.py:179(ensure_python_int)
        1    0.000    0.000    0.003    0.003 afm.py:38(<module>)
     2074    0.002    0.000    0.003    0.000 merge.py:255(append)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
      260    0.000    0.000    0.003    0.000 _methods.py:32(_amin)
       10    0.000    0.000    0.003    0.000 dataset.py:2734(_rename_all)
        1    0.000    0.000    0.003    0.003 environment.py:4(<module>)
      720    0.001    0.000    0.003    0.000 locks.py:155(__enter__)
       40    0.000    0.000    0.003    0.000 nputils.py:198(f)
     1220    0.001    0.000    0.003    0.000 generic.py:426(_get_block_manager_axis)
        1    0.000    0.000    0.003    0.003 osm.py:30(OSMagics)
      5/3    0.000    0.000    0.003    0.001 os.py:278(walk)
       20    0.000    0.000    0.003    0.000 _base.py:3480(set_ybound)
        1    0.000    0.000    0.003    0.003 filters.py:4(<module>)
        1    0.000    0.000    0.002    0.002 dates.py:134(<module>)
        1    0.000    0.000    0.002    0.002 ops.py:2(<module>)
     1290    0.002    0.000    0.002    0.000 _asarray.py:300(<setcomp>)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3954(<listcomp>)
        1    0.000    0.000    0.002    0.002 colors.py:60(<module>)
        2    0.000    0.000    0.002    0.001 indexing.py:1(<module>)
       10    0.000    0.000    0.002    0.000 format.py:1204(get_result)
     7389    0.002    0.000    0.002    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 basic.py:2(<module>)
        2    0.000    0.000    0.002    0.001 strings.py:1(<module>)
        1    0.000    0.000    0.002    0.002 script.py:1(<module>)
       70    0.000    0.000    0.002    0.000 patches.py:409(set_fill)
       13    0.000    0.000    0.002    0.000 core.py:3424(<listcomp>)
        1    0.000    0.000    0.002    0.002 _differentiable_functions.py:1(<module>)
      120    0.001    0.000    0.002    0.000 file_manager.py:78(__init__)
        1    0.000    0.000    0.002    0.002 keywords.py:1(<module>)
     2600    0.002    0.000    0.002    0.000 itertoolz.py:801(getter)
     1230    0.001    0.000    0.002    0.000 blockwise.py:77(<dictcomp>)
    12225    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
      181    0.002    0.000    0.002    0.000 function_base.py:1141(diff)
     2040    0.002    0.000    0.002    0.000 netCDF4_.py:171(_ensure_fill_value_valid)
      350    0.001    0.000    0.002    0.000 transforms.py:1819(__init__)
     7800    0.002    0.000    0.002    0.000 core.py:189(<genexpr>)
       20    0.000    0.000    0.002    0.000 resample.py:1374(_get_resampler)
      720    0.001    0.000    0.002    0.000 timedeltas.py:200(_simple_new)
      122    0.001    0.000    0.002    0.000 merge.py:331(determine_coords)
        1    0.000    0.000    0.002    0.002 __init__.py:476(get_distribution)
       30    0.000    0.000    0.002    0.000 datetimes.py:637(get_value)
        2    0.000    0.000    0.002    0.001 resample.py:1(<module>)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
    14313    0.002    0.000    0.002    0.000 variable.py:799(encoding)
       37    0.000    0.000    0.002    0.000 textwrap.py:342(wrap)
       40    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(nanargmin)
        1    0.000    0.000    0.002    0.002 hierarchy.py:85(<module>)
        1    0.000    0.000    0.002    0.002 lapack.py:656(<module>)
     1687    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:35(_new_module)
      290    0.002    0.000    0.002    0.000 {built-in method posix.lstat}
      119    0.001    0.000    0.002    0.000 cycler.py:349(by_key)
     1593    0.000    0.000    0.002    0.000 core.py:3149(<genexpr>)
       40    0.000    0.000    0.002    0.000 datetimes.py:556(__iter__)
        1    0.000    0.000    0.002    0.002 base_context.py:8(<module>)
       16    0.000    0.000    0.002    0.000 __init__.py:2831(from_filename)
       30    0.002    0.000    0.002    0.000 ops.py:593(_aggregate)
       10    0.000    0.000    0.002    0.000 managers.py:1875(_consolidate)
        1    0.000    0.000    0.002    0.002 _trustregion_krylov.py:1(<module>)
       40    0.001    0.000    0.002    0.000 computation.py:542(apply_variable_ufunc)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3885(<listcomp>)
     2040    0.002    0.000    0.002    0.000 {method 'chunking' of 'netCDF4._netCDF4.Variable' objects}
        1    0.000    0.000    0.002    0.002 app.py:3(<module>)
        1    0.000    0.000    0.002    0.002 inputtransformer2.py:8(<module>)
      360    0.001    0.000    0.002    0.000 variable.py:2231(_unified_dims)
        1    0.000    0.000    0.002    0.002 _basic.py:5(<module>)
      100    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
       35    0.000    0.000    0.002    0.000 textwrap.py:368(wrap)
       10    0.000    0.000    0.002    0.000 dataarray.py:567(to_index)
       10    0.000    0.000    0.002    0.000 base.py:3101(reindex)
        1    0.000    0.000    0.002    0.002 __init__.py:3146(parse)
        3    0.001    0.000    0.002    0.001 six.py:1(<module>)
       14    0.000    0.000    0.002    0.000 algorithms.py:293(unique)
        2    0.000    0.000    0.002    0.001 __init__.py:3075(parse_requirements)
     3747    0.002    0.000    0.002    0.000 sre_parse.py:286(tell)
      287    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
     3196    0.002    0.000    0.002    0.000 fromnumeric.py:74(<dictcomp>)
        1    0.000    0.000    0.002    0.002 dataset.py:422(Dataset)
       10    0.000    0.000    0.002    0.000 variable.py:473(to_index)
       26    0.000    0.000    0.002    0.000 _backend.py:216(get_defaults)
        1    0.000    0.000    0.002    0.002 __init__.py:3098(__init__)
        1    0.000    0.000    0.002    0.002 hashing.py:3(<module>)
     2450    0.002    0.000    0.002    0.000 {pandas._libs.lib.array_equivalent_object}
    16802    0.002    0.000    0.002    0.000 inspect.py:2835(parameters)
     3671    0.002    0.000    0.002    0.000 {built-in method sys.getsizeof}
     1230    0.001    0.000    0.002    0.000 blockwise.py:80(<listcomp>)
       40    0.000    0.000    0.002    0.000 nanfunctions.py:460(nanargmin)
        1    0.000    0.000    0.002    0.002 cftimeindex.py:1(<module>)
     1170    0.000    0.000    0.002    0.000 artist.py:974(<listcomp>)
     3953    0.002    0.000    0.002    0.000 {method 'insert' of 'list' objects}
      951    0.002    0.000    0.002    0.000 sre_compile.py:249(_compile_charset)
     2770    0.002    0.000    0.002    0.000 artist.py:338(pchanged)
       91    0.000    0.000    0.002    0.000 __init__.py:1925(getLogger)
    11084    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
      520    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.002    0.002 requirements.py:88(__init__)
        1    0.000    0.000    0.002    0.002 offsets.py:1(<module>)
    19200    0.002    0.000    0.002    0.000 optimization.py:145(<genexpr>)
        1    0.000    0.000    0.002    0.002 bdf.py:1(<module>)
      720    0.001    0.000    0.002    0.000 indexing.py:745(_outer_to_numpy_indexer)
     1920    0.001    0.000    0.002    0.000 indexing.py:486(__init__)
    12225    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
      203    0.001    0.000    0.002    0.000 posixpath.py:338(normpath)
   160/80    0.001    0.000    0.002    0.000 units.py:142(get_converter)
       50    0.000    0.000    0.002    0.000 dataarray.py:625(__getitem__)
        1    0.000    0.000    0.002    0.002 array.py:3(<module>)
     5108    0.002    0.000    0.002    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
       10    0.000    0.000    0.002    0.000 series.py:4400(isna)
       11    0.000    0.000    0.002    0.000 decorator.py:202(create)
        1    0.000    0.000    0.002    0.002 strings.py:2026(StringMethods)
       20    0.000    0.000    0.002    0.000 generic.py:11343(logical_func)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
       20    0.000    0.000    0.002    0.000 _base.py:3080(set_xbound)
     1240    0.002    0.000    0.002    0.000 slicing.py:312(<dictcomp>)
        1    0.000    0.000    0.002    0.002 _parser.py:30(<module>)
       10    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(stack)
      270    0.000    0.000    0.002    0.000 {method 'max' of 'numpy.ndarray' objects}
     1253    0.001    0.000    0.002    0.000 common.py:171(_get_axis_num)
        1    0.000    0.000    0.002    0.002 _regression.py:8(<module>)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
       10    0.000    0.000    0.002    0.000 generic.py:7264(isna)
       10    0.000    0.000    0.002    0.000 gridspec.py:86(get_grid_positions)
       50    0.000    0.000    0.002    0.000 coordinates.py:120(_merge_raw)
        1    0.000    0.000    0.002    0.002 cyaml.py:3(<module>)
        1    0.000    0.000    0.002    0.002 pylab.py:37(PylabMagics)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
       10    0.000    0.000    0.002    0.000 axis.py:1935(_get_label)
       65    0.001    0.000    0.002    0.000 pickle.py:943(save_global)
     3830    0.002    0.000    0.002    0.000 slicing.py:1199(__hash__)
     2510    0.002    0.000    0.002    0.000 common.py:156(cast_scalar_indexer)
     3730    0.002    0.000    0.002    0.000 slicing.py:1189(__eq__)
     1211    0.001    0.000    0.002    0.000 base.py:3987(<setcomp>)
        1    0.001    0.001    0.002    0.002 dataarray.py:215(DataArray)
    12940    0.002    0.000    0.002    0.000 core.py:1044(__dask_graph__)
      139    0.001    0.000    0.002    0.000 path.py:96(__init__)
        1    0.000    0.000    0.002    0.002 integer.py:1(<module>)
        1    0.000    0.000    0.002    0.002 facetgrid.py:1(<module>)
     1240    0.002    0.000    0.002    0.000 slicing.py:708(replace_ellipsis)
        1    0.000    0.000    0.002    0.002 idna.py:3(<module>)
    12460    0.002    0.000    0.002    0.000 artist.py:774(get_animated)
     7800    0.002    0.000    0.002    0.000 utils.py:92(<genexpr>)
     3959    0.002    0.000    0.002    0.000 datetimelike.py:495(__len__)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        1    0.000    0.000    0.002    0.002 parsers.py:3(<module>)
     9196    0.002    0.000    0.002    0.000 common.py:211(classes_and_not_datetimelike)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 _testing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 context.py:13(<module>)
        1    0.000    0.000    0.002    0.002 pdb.py:66(<module>)
      185    0.000    0.000    0.002    0.000 traitlets.py:757(setup_class)
        1    0.000    0.000    0.002    0.002 jsonutil.py:2(<module>)
        1    0.000    0.000    0.002    0.002 expr.py:2(<module>)
     1800    0.001    0.000    0.002    0.000 concat.py:182(<genexpr>)
        1    0.000    0.000    0.002    0.002 interpolation.py:31(<module>)
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
        1    0.000    0.000    0.002    0.002 serialize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:3(<module>)
        6    0.000    0.000    0.002    0.000 exceptions.py:1(<module>)
       10    0.000    0.000    0.002    0.000 format.py:331(_get_formatted_index)
      912    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
      184    0.000    0.000    0.002    0.000 re.py:205(split)
        1    0.000    0.000    0.002    0.002 __init__.py:57(<module>)
        1    0.000    0.000    0.002    0.002 extmath.py:3(<module>)
      687    0.001    0.000    0.002    0.000 dataset.py:1363(data_vars)
    13450    0.002    0.000    0.002    0.000 order.py:282(__lt__)
     1210    0.001    0.000    0.002    0.000 concat.py:507(_get_result_dim)
     2420    0.002    0.000    0.002    0.000 range.py:316(dtype)
     1580    0.001    0.000    0.002    0.000 core.py:1087(npartitions)
      502    0.001    0.000    0.002    0.000 ntpath.py:122(splitdrive)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
    12956    0.002    0.000    0.002    0.000 utils.py:82(ignoring)
     2740    0.002    0.000    0.002    0.000 blockwise.py:43(blockwise_token)
        4    0.001    0.000    0.002    0.001 combine.py:62(<listcomp>)
    111/5    0.001    0.000    0.002    0.000 pyparsing.py:3319(streamline)
     5431    0.002    0.000    0.002    0.000 {method 'items' of 'mappingproxy' objects}
      690    0.001    0.000    0.002    0.000 artist.py:673(set_figure)
       40    0.000    0.000    0.002    0.000 blocks.py:265(make_block)
      120    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(cumprod)
  280/240    0.001    0.000    0.002    0.000 spines.py:487(get_spine_transform)
        1    0.000    0.000    0.002    0.002 events.py:14(<module>)
        1    0.000    0.000    0.002    0.002 profiledir.py:2(<module>)
        1    0.000    0.000    0.002    0.002 errors.py:2(<module>)
     3650    0.001    0.000    0.002    0.000 core.py:3141(<genexpr>)
        2    0.000    0.000    0.002    0.001 missing.py:3(<module>)
       10    0.000    0.000    0.002    0.000 base.py:951(format)
       10    0.000    0.000    0.002    0.000 shape_base.py:357(stack)
        1    0.000    0.000    0.002    0.002 least_squares.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4904(makeHTMLTags)
     1240    0.001    0.000    0.002    0.000 managers.py:1837(_shape_compat)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.002    0.002 tree.py:43(<module>)
       91    0.001    0.000    0.002    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.002    0.002 equality_constrained_sqp.py:1(<module>)
     2491    0.002    0.000    0.002    0.000 transforms.py:82(__init__)
      120    0.000    0.000    0.002    0.000 api.py:145(_get_default_engine)
      858    0.001    0.000    0.002    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.002    0.002 category.py:1(<module>)
        1    0.000    0.000    0.002    0.002 syntax_tree.py:3(<module>)
       10    0.000    0.000    0.002    0.000 base.py:968(_format_with_header)
     1134    0.001    0.000    0.002    0.000 datetimelike.py:443(asi8)
     1391    0.001    0.000    0.002    0.000 inference.py:96(is_iterator)
      270    0.000    0.000    0.002    0.000 _methods.py:28(_amax)
       20    0.000    0.000    0.002    0.000 resample.py:1314(__init__)
     2390    0.002    0.000    0.002    0.000 __init__.py:2157(_check_in_list)
     2450    0.001    0.000    0.002    0.000 sizeof.py:18(sizeof_default)
      230    0.001    0.000    0.002    0.000 __init__.py:2896(<listcomp>)
        1    0.000    0.000    0.002    0.002 _pslinux.py:1531(Process)
        1    0.000    0.000    0.002    0.002 combine.py:91(<listcomp>)
       40    0.000    0.000    0.002    0.000 dates.py:1997(convert)
       20    0.000    0.000    0.002    0.000 base.py:244(unpack_collections)
        1    0.000    0.000    0.002    0.002 h5netcdf_.py:1(<module>)
      560    0.001    0.000    0.002    0.000 artist.py:360(set_transform)
      624    0.001    0.000    0.002    0.000 typing.py:165(_collect_type_vars)
       10    0.000    0.000    0.002    0.000 format.py:1208(_format_strings)
     2713    0.002    0.000    0.002    0.000 blocks.py:129(_check_ndim)
       20    0.002    0.000    0.002    0.000 {pandas._libs.tslib.ints_to_pydatetime}
     1210    0.001    0.000    0.002    0.000 core.py:4192(<genexpr>)
       10    0.000    0.000    0.002    0.000 indexing.py:781(_setitem_with_indexer)
        1    0.000    0.000    0.002    0.002 nanny.py:1(<module>)
       10    0.000    0.000    0.002    0.000 _base.py:604(set_figure)
        7    0.000    0.000    0.002    0.000 nonlin.py:1531(_nonlin_wrapper)
        1    0.000    0.000    0.002    0.002 _deprecated_my_exceptions.py:5(<module>)
       20    0.000    0.000    0.002    0.000 base.py:317(repack)
     2520    0.002    0.000    0.002    0.000 core.py:1523(<genexpr>)
      300    0.001    0.000    0.002    0.000 dataarray.py:361(_replace)
     9611    0.002    0.000    0.002    0.000 {built-in method sys.getrecursionlimit}
     4178    0.002    0.000    0.002    0.000 version.py:244(<genexpr>)
       20    0.000    0.000    0.002    0.000 transforms.py:1307(contains_branch_seperately)
        1    0.000    0.000    0.002    0.002 font_manager.py:916(json_load)
     1073    0.001    0.000    0.002    0.000 extension.py:57(fget)
       10    0.000    0.000    0.002    0.000 patches.py:2471(__init__)
      240    0.000    0.000    0.002    0.000 dataset.py:1206(__len__)
       40    0.000    0.000    0.002    0.000 dataarray.py:597(_level_coords)
        1    0.000    0.000    0.002    0.002 tokenize.py:11(<module>)
        1    0.000    0.000    0.002    0.002 dbapi2.py:23(<module>)
       40    0.000    0.000    0.002    0.000 dates.py:387(date2num)
       20    0.000    0.000    0.002    0.000 legend_handler.py:70(update_prop)
    11272    0.002    0.000    0.002    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.002    0.002 widget_string.py:7(<module>)
       10    0.000    0.000    0.002    0.000 _base.py:925(_gen_axes_patch)
      186    0.001    0.000    0.002    0.000 traitlets.py:742(setup_class)
        2    0.000    0.000    0.002    0.001 base.py:9(<module>)
      240    0.001    0.000    0.002    0.000 timedeltas.py:1056(_validate_td64_dtype)
    10384    0.002    0.000    0.002    0.000 datetimes.py:478(dtype)
        1    0.000    0.000    0.002    0.002 _threadsafety.py:1(<module>)
     1911    0.001    0.000    0.002    0.000 pickle.py:225(write)
      250    0.001    0.000    0.002    0.000 artist.py:946(_update_property)
        1    0.000    0.000    0.002    0.002 defaults.py:3(<module>)
       10    0.000    0.000    0.002    0.000 generic.py:11145(stat_func)
       10    0.000    0.000    0.002    0.000 series.py:864(_slice)
       37    0.000    0.000    0.002    0.000 magic_arguments.py:228(add_to_parser)
        2    0.000    0.000    0.002    0.001 connection.py:10(<module>)
        1    0.000    0.000    0.002    0.002 lsq_linear.py:1(<module>)
      200    0.000    0.000    0.002    0.000 patches.py:277(_set_edgecolor)
       82    0.000    0.000    0.002    0.000 typing.py:445(__init__)
     5283    0.002    0.000    0.002    0.000 core.py:1305(name)
       91    0.002    0.000    0.002    0.000 {built-in method pandas._libs.algos.unique_deltas}
      255    0.001    0.000    0.002    0.000 typing.py:212(_remove_dups_flatten)
        1    0.000    0.000    0.002    0.002 _deprecated_my_exceptions.py:98(_mk_common_exceptions)
      480    0.000    0.000    0.002    0.000 typing.py:629(<genexpr>)
       10    0.000    0.000    0.002    0.000 concat.py:268(_get_empty_dtype_and_na)
       65    0.000    0.000    0.002    0.000 core.py:3419(<genexpr>)
      347    0.001    0.000    0.002    0.000 enum.py:70(__setitem__)
     3630    0.002    0.000    0.002    0.000 concat.py:384(<genexpr>)
        1    0.000    0.000    0.002    0.002 auto.py:23(<module>)
     1891    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:311(__enter__)
        1    0.000    0.000    0.002    0.002 merge.py:577(merge)
      335    0.002    0.000    0.002    0.000 pyparsing.py:1144(__init__)
        2    0.000    0.000    0.002    0.001 blockwise.py:1(<module>)
        1    0.000    0.000    0.002    0.002 merge.py:1(<module>)
      120    0.000    0.000    0.002    0.000 fromnumeric.py:2969(cumprod)
     1243    0.002    0.000    0.002    0.000 {built-in method math.log}
        1    0.000    0.000    0.002    0.002 expat.py:1(<module>)
       12    0.001    0.000    0.002    0.000 artist.py:1224(<listcomp>)
        2    0.000    0.000    0.002    0.001 util.py:10(<module>)
      170    0.001    0.000    0.002    0.000 axis.py:1635(set_major_locator)
      170    0.001    0.000    0.002    0.000 __init__.py:163(connect)
      274    0.001    0.000    0.002    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
