Thu Dec  9 10:56:27 2021    cProfile_output

         16113513 function calls (15818872 primitive calls) in 21.766 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:10(_VisualBlock)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:315(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:103(ColorLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:160(FontLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:209(FormWidget)
        1    0.000    0.000    0.001    0.001 _formlayout.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:354(FormComboWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:384(FormTabWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:413(FormDialog)
        1    0.000    0.000    0.000    0.000 _formlayout.py:56(ColorButton)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:14(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:46(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.004    0.004 _helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:12(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:240(BFGS)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:378(SR1)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:30(IndexMixin)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
      650    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      650    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
      646    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
      646    0.002    0.000    0.002    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
      650    0.001    0.000    0.003    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:245(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
        1    0.000    0.000    0.022    0.022 _internal.py:6(<module>)
      274    0.001    0.000    0.001    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
      357    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
       21    0.000    0.000    0.000    0.000 _internal.py:805(<genexpr>)
     3531    0.006    0.000    0.006    0.000 _internal.py:830(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:848(recursive)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:470(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:478(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:486(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 _joblib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:103(Writer)
        1    0.000    0.000    0.000    0.000 _json.py:1040(FrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:171(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:203(FrameWriter)
        1    0.000    0.000    0.000    0.000 _json.py:249(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 _json.py:615(JsonReader)
        1    0.000    0.000    0.000    0.000 _json.py:791(Parser)
        1    0.000    0.000    0.000    0.000 _json.py:996(SeriesParser)
        1    0.000    0.000    0.000    0.000 _kernel_base.py:100(GenericKDE)
        1    0.000    0.000    0.000    0.000 _kernel_base.py:339(EstimatorSettings)
        1    0.000    0.000    0.000    0.000 _kernel_base.py:398(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 _kernel_base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _label.py:175(LabelEncoder)
        1    0.000    0.000    0.000    0.000 _label.py:309(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 _label.py:796(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 _label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.006    0.006 _linprog.py:16(<module>)
        1    0.000    0.000    0.003    0.003 _linprog_ip.py:18(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_rs.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:29(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_util.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lsap.py:12(<module>)
        2    0.000    0.000    0.000    0.000 _mapping.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _mask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:107(_WeakArrayKeyMap)
        1    0.000    0.000    0.018    0.018 _memmapping_reducer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:313(ArrayMemmapForwardReducer)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:508(TemporaryResourcesManager)
     1220    0.008    0.000    0.022    0.000 _methods.py:134(_mean)
       80    0.000    0.000    0.001    0.000 _methods.py:228(_ptp)
      948    0.000    0.000    0.005    0.000 _methods.py:28(_amax)
      714    0.000    0.000    0.005    0.000 _methods.py:32(_amin)
      148    0.000    0.000    0.001    0.000 _methods.py:36(_sum)
     3811    0.002    0.000    0.019    0.000 _methods.py:44(_any)
     3963    0.002    0.000    0.016    0.000 _methods.py:47(_all)
        1    0.000    0.000    0.001    0.001 _methods.py:5(<module>)
     1220    0.003    0.000    0.003    0.000 _methods.py:50(_count_reduce_items)
      160    0.001    0.000    0.002    0.000 _methods.py:63(_clip_dep_is_scalar_nan)
      160    0.000    0.000    0.000    0.000 _methods.py:73(_clip_dep_is_byte_swapped)
       80    0.001    0.000    0.001    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
       80    0.000    0.000    0.003    0.000 _methods.py:97(_clip)
        1    0.000    0.000    0.159    0.159 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:423(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:436(__init__)
        1    0.000    0.000    0.000    0.000 _multiprocessing_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:111(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1148(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1302(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1407(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1567(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1629(wishart_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1728(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:182(multi_rv_generic)
       10    0.000    0.000    0.000    0.000 _multivariate.py:188(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:216(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2231(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2360(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2460(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:265(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2779(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2889(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3226(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3283(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3337(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3407(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3437(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3486(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:350(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3544(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3596(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3736(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3778(__init__)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:689(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:827(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:927(__init__)
        1    0.000    0.000    0.001    0.001 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
        1    0.000    0.000    0.017    0.017 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1194(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1237(lsoda)
        1    0.000    0.000    0.003    0.003 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:590(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:11(_ODFReader)
        2    0.000    0.000    0.000    0.000 _onenormest.py:122(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:12(_OpenpyxlWriter)
        1    0.000    0.000    0.001    0.001 _openpyxl.py:475(_OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _optional.py:47(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:190(SequentialBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:222(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:263(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:27(ParallelBackendBase)
        1    0.000    0.000    0.023    0.023 _parallel_backends.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:370(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:411(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:480(LokyBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:568(ImmediateResult)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:578(SafeFunction)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:606(FallbackToBackend)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1384(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1595(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1607(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.002    0.002 _parser.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:667(_result)
        1    0.000    0.000    0.015    0.015 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.006    0.006 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _posix_reduction.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _process_common.py:5(<module>)
        1    0.000    0.000    0.028    0.028 _process_posix.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _process_posix.py:42(ProcessHandler)
        1    0.000    0.000    0.000    0.000 _process_posix.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:122(IOPriority)
        1    0.000    0.000    0.000    0.000 _pslinux.py:1432(boot_time)
       32    0.000    0.000    0.000    0.000 _pslinux.py:1510(wrap_exceptions)
      3/2    0.000    0.000    0.000    0.000 _pslinux.py:1514(wrapper)
        1    0.000    0.000    0.002    0.002 _pslinux.py:1531(Process)
        1    0.000    0.000    0.000    0.000 _pslinux.py:1536(__init__)
        1    0.000    0.000    0.000    0.000 _pslinux.py:1548(_parse_stat_file)
        1    0.000    0.000    0.000    0.000 _pslinux.py:1727(create_time)
        1    0.000    0.000    0.000    0.000 _pslinux.py:1938(cpu_affinity_get)
        1    0.000    0.000    0.000    0.000 _pslinux.py:270(set_scputimes_ntuple)
        1    0.001    0.001    0.001    0.001 _pslinux.py:377(virtual_memory)
        1    0.000    0.000    0.007    0.007 _pslinux.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:557(cpu_times)
        1    0.000    0.000    0.000    0.000 _pslinux.py:569(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:573(per_cpu_times)
       40    0.000    0.000    0.000    0.000 _pslinux.py:587(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:741(_Ipv6UnsupportedError)
        1    0.000    0.000    0.000    0.000 _pslinux.py:745(Connections)
        1    0.000    0.000    0.000    0.000 _pslinux.py:757(__init__)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
       30    0.000    0.000    0.000    0.000 _pylab_helpers.py:100(get_active)
       10    0.000    0.000    0.000    0.000 _pylab_helpers.py:110(set_active)
       10    0.000    0.000    0.000    0.000 _pylab_helpers.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
       10    0.000    0.000    0.000    0.000 _pylab_helpers.py:30(get_fig_manager)
       10    0.000    0.000    0.006    0.001 _pylab_helpers.py:41(destroy)
        8    0.000    0.000    0.001    0.000 _pylab_helpers.py:66(destroy_all)
       10    0.000    0.000    0.000    0.000 _pylab_helpers.py:79(has_fignum)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:9(_PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:14(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:31(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:59(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:96(_Bunch)
       20    0.000    0.000    0.052    0.003 _ranges.py:15(generate_regular_range)
        1    0.000    0.000    0.000    0.000 _ranges.py:4(<module>)
       20    0.001    0.000    0.051    0.003 _ranges.py:81(<listcomp>)
        1    0.000    0.000    0.009    0.009 _ranking.py:8(<module>)
        1    0.000    0.000    0.001    0.001 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _regression.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.019    0.019 _root.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:8(<module>)
        1    0.000    0.000    0.009    0.009 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scorer.py:125(_BaseScorer)
       49    0.000    0.000    0.000    0.000 _scorer.py:126(__init__)
        1    0.000    0.000    0.001    0.001 _scorer.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _scorer.py:177(_PredictScorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:216(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:267(_ThresholdScorer)
       49    0.000    0.000    0.000    0.000 _scorer.py:533(make_scorer)
        1    0.000    0.000    0.000    0.000 _scorer.py:63(_MultimetricScorer)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:57(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 _shgo.py:1599(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1608(LMapCache)
        1    0.000    0.000    0.025    0.025 _shgo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:450(SHGO)
        1    0.000    0.000    0.000    0.000 _show_versions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _signatures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _signatures.py:14(<module>)
        1    0.000    0.000    0.003    0.003 _signatures.py:167(update_signature_registry)
      279    0.000    0.000    0.001    0.000 _signatures.py:626(num_pos_args)
      701    0.000    0.000    0.000    0.000 _signatures.py:628(<genexpr>)
      310    0.000    0.000    0.001    0.000 _signatures.py:632(get_exclude_keywords)
      733    0.000    0.000    0.000    0.000 _signatures.py:636(<genexpr>)
       15    0.000    0.000    0.000    0.000 _signatures.py:641(<genexpr>)
      311    0.000    0.000    0.007    0.000 _signatures.py:643(signature_or_spec)
      310    0.000    0.000    0.009    0.000 _signatures.py:672(expand_sig)
        2    0.000    0.000    0.010    0.005 _signatures.py:709(create_signature_registry)
      580    0.000    0.000    0.009    0.000 _signatures.py:715(<genexpr>)
        3    0.000    0.000    0.000    0.000 _signatures.py:800(check_keywords)
        3    0.000    0.000    0.000    0.000 _signatures.py:807(_has_keywords)
        3    0.000    0.000    0.000    0.000 _signatures.py:811(<listcomp>)
        3    0.000    0.000    0.000    0.000 _signatures.py:819(check_required_args)
        6    0.000    0.000    0.000    0.000 _signatures.py:824(_num_required_args)
        3    0.000    0.000    0.000    0.000 _signatures.py:828(<listcomp>)
        6    0.000    0.000    0.000    0.000 _signatures.py:830(<genexpr>)
        1    0.000    0.000    0.049    0.049 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:23(SphericalVoronoi)
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _store_backends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _store_backends.py:138(StoreBackendMixin)
        1    0.000    0.000    0.000    0.000 _store_backends.py:33(StoreBackendBase)
        1    0.000    0.000    0.000    0.000 _store_backends.py:335(FileSystemStoreBackend)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:104(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 _strptime.py:116(__calc_date_time)
        1    0.000    0.000    0.001    0.001 _strptime.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:137(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:161(__calc_timezone)
        1    0.000    0.000    0.000    0.000 _strptime.py:179(TimeRE)
        1    0.000    0.000    0.001    0.001 _strptime.py:182(__init__)
        4    0.000    0.000    0.000    0.000 _strptime.py:219(<genexpr>)
        6    0.000    0.000    0.000    0.000 _strptime.py:228(__seqToRE)
       49    0.000    0.000    0.000    0.000 _strptime.py:243(<genexpr>)
        4    0.000    0.000    0.000    0.000 _strptime.py:247(pattern)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 _strptime.py:270(compile)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        2    0.000    0.000    0.000    0.000 _strptime.py:318(_strptime)
        1    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
        2    0.000    0.000    0.000    0.000 _strptime.py:574(_strptime_datetime)
        1    0.000    0.000    0.000    0.000 _strptime.py:89(__calc_weekday)
        1    0.000    0.000    0.000    0.000 _strptime.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:93(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:97(__calc_month)
        1    0.000    0.000    0.000    0.000 _strptime.py:99(<listcomp>)
     3920    0.001    0.000    0.001    0.000 _structures.py:33(__neg__)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.084    0.084 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
       10    0.000    0.000    0.000    0.000 _subplots.py:110(get_subplotspec)
