,mace_head
1997-10-01,26.615170454643675
1997-11-01,25.68184305218324
1997-12-01,26.228904525007767
1998-01-01,27.97204793240333
1998-02-01,35.33859617631054
1998-03-01,36.512038296025146
1998-04-01,38.05970933967728
1998-05-01,36.37598019217362
1998-06-01,34.92408732578648
1998-07-01,29.95210107177436
1998-08-01,31.02039411003481
1998-09-01,31.906194012757776
1998-10-01,31.882081949396294
1998-11-01,31.34488810729863
1998-12-01,31.35404429278585
1999-01-01,28.20980163443393
1999-02-01,32.08141327196553
1999-03-01,33.102544533437964
1999-04-01,33.97124596441851
1999-05-01,36.444831554061444
1999-06-01,31.478312105074718
1999-07-01,31.972991250988283
1999-08-01,35.60898993592057
1999-09-01,28.312164109441557
1999-10-01,26.49694112867271
1999-11-01,30.311274734629023
1999-12-01,28.854183558597732
2000-01-01,30.025786473640526
2000-02-01,32.88761863606443
2000-03-01,34.949855310903715
2000-04-01,38.66603037749883
2000-05-01,37.37714585150981
2000-06-01,34.69666296496143
2000-07-01,32.99499277382497
2000-08-01,32.18441719584022
2000-09-01,32.35420038549819
2000-10-01,30.94553688567298
2000-11-01,26.83889578728819
2000-12-01,24.05352636782804
2001-01-01,23.229232859825565
2001-02-01,31.40586482938293
2001-03-01,30.43245701317779
2001-04-01,36.73074087847302
2001-05-01,38.96467687571115
2001-06-01,33.09978306257714
2001-07-01,32.429096598027556
2001-08-01,30.208748019196072
2001-09-01,31.431396566953634
2001-10-01,30.306868985745027
2001-11-01,30.32480275777516
2001-12-01,24.176954932687888
2002-01-01,27.711955282476932
2002-02-01,32.517128545350715
2002-03-01,33.93924413193227
2002-04-01,37.34033621564473
2002-05-01,37.31575633438414
2002-06-01,32.472285186694684
2002-07-01,31.890080597734947
2002-08-01,31.478322171096806
2002-09-01,36.72739374849243
2002-10-01,29.53345347489836
2002-11-01,26.486233354698168
2002-12-01,19.347167165830665
2003-01-01,26.019356762353414
2003-02-01,27.851654316179975
2003-03-01,33.21630116479282
2003-04-01,38.52264593244096
2003-05-01,36.004972193657
2003-06-01,32.226364273431805
2003-07-01,33.861231238296156
2003-08-01,35.50615365879234
2003-09-01,31.512053174272598
2003-10-01,26.957771327046533
2003-11-01,28.434529752985327
2003-12-01,25.89680842528387
2004-01-01,30.19437557331032
2004-02-01,32.054426913552156
2004-03-01,34.85987406980756
2004-04-01,35.62470425322317
2004-05-01,36.91219378899566
2004-06-01,31.37717860350146
2004-07-01,29.507771136921644
2004-08-01,34.60136802169883
2004-09-01,30.773969150743596
2004-10-01,28.446170723610052
2004-11-01,29.24444538384326
2004-12-01,27.822455909047
2005-01-01,30.314502793309597
2005-02-01,30.680181062336942
2005-03-01,32.956924243418115
2005-04-01,36.34638735168968
2005-05-01,37.97365484424811
2005-06-01,31.912837291277658
2005-07-01,31.52525122672042
2005-08-01,29.40288700686676
2005-09-01,30.437469552187697
2005-10-01,30.56572801314829
2005-11-01,27.338823619752855
2005-12-01,26.557696486406712
2006-01-01,24.154077476486044
2006-02-01,29.48831642360769
2006-03-01,32.28634443668133
2006-04-01,38.210890807022224
2006-05-01,37.11935854029904
2006-06-01,37.51967435997964
2006-07-01,34.80945951555587
2006-08-01,30.16069275333628
2006-09-01,30.535718013406193
2006-10-01,27.776015580761555
2006-11-01,30.972743836343852
2006-12-01,26.67439089681385
2007-01-01,28.8915247568316
2007-02-01,27.491843087748943
2007-03-01,33.237513615943264
2007-04-01,36.95810052069722
2007-05-01,37.106161985339135
2007-06-01,40.212173561352905
2007-07-01,34.3050126226965
2007-08-01,29.672677390448694
2007-09-01,30.90715482064373
2007-10-01,30.669841032429378
2007-11-01,28.614369274038154
2007-12-01,25.30596231489499
2008-01-01,27.71917213324983
2008-02-01,26.05078646287152
2008-03-01,34.32554111916195
2008-04-01,37.34475360062106
2008-05-01,43.484983126885005
2008-06-01,33.18959448013933
2008-07-01,35.18806757085713
2008-08-01,33.4373956480161
2008-09-01,33.318957785392435
2008-10-01,30.846773508268335
2008-11-01,27.297742910548095
2008-12-01,24.27459101112152
2009-01-01,25.42318130926263
2009-02-01,30.886406067663433
2009-03-01,34.44845274985607
2009-04-01,35.80554827446273
2009-05-01,36.9592773876643
2009-06-01,38.26405965412505
2009-07-01,31.757637723862604
2009-08-01,29.341925362532052
2009-09-01,31.151541139233057
2009-10-01,28.27683343389987
2009-11-01,27.234060103372332
2009-12-01,23.430526049827265
2010-01-01,26.191964525561353
2010-02-01,27.298415464624018
2010-03-01,35.32483994206359
2010-04-01,38.01787080703889
2010-05-01,35.38657917227928
2010-06-01,31.018755741740733
2010-07-01,29.386388261844242
2010-08-01,28.86132984216264
2010-09-01,32.50966689923492
2010-10-01,28.56688778003276
2010-11-01,25.709534175651545
2010-12-01,24.423950116850012
2011-01-01,28.36814436404306
2011-02-01,31.88696221353585
2011-03-01,33.39752147953292
2011-04-01,38.1652046262578
2011-05-01,35.34379091905198
2011-06-01,32.62394662565763
2011-07-01,33.16152771736641
2011-08-01,31.204323941973335
2011-09-01,31.61414507957261
2011-10-01,29.57433735899016
2011-11-01,27.262950119677498
2011-12-01,28.972166257477188
2012-01-01,27.438761972209043
2012-02-01,29.95087427113331
2012-03-01,35.07195142190305
2012-04-01,38.09184091115488
2012-05-01,39.003417843134464
2012-06-01,36.10968200007392
2012-07-01,30.89766693394282
2012-08-01,32.226824277270886
2012-09-01,30.16299417642661
2012-10-01,27.910244409530414
2012-11-01,29.332677205691954
2012-12-01,26.58938829687295
2013-01-01,27.423035827808
2013-02-01,29.55829936368559
2013-03-01,31.91131539660047
2013-04-01,37.6129514497355
2013-05-01,35.568325747058516
2013-06-01,33.76993067405465
2013-07-01,34.401309557280555
2013-08-01,28.6967385768145
2013-09-01,29.500946337653506
2013-10-01,28.266456816771594
2013-11-01,30.798710248802763
2013-12-01,29.51589246848588
2014-01-01,25.687370166433393
2014-02-01,29.045841414594115
2014-03-01,32.21662231613121
2014-04-01,36.23260802498862
2014-05-01,36.000884968475034
2014-06-01,31.413620860121227
2014-07-01,32.05265581267403
2014-08-01,31.46188703110951
2014-09-01,35.76086230102268
2014-10-01,30.28976375811644
2014-11-01,24.487508968699483
2014-12-01,30.355870362178216
2015-01-01,30.204986554937726
2015-02-01,31.912078630418655
2015-03-01,32.93748173130171
2015-04-01,37.17396843683218
2015-05-01,34.86403601658044
2015-06-01,32.48771823412729
2015-07-01,31.609978577303963
2015-08-01,31.1507031782302
2015-09-01,32.59220822116049
2015-10-01,30.62734713872091
2015-11-01,29.593824102391864
2015-12-01,28.322455320097017
2016-01-01,26.765926192286226
2016-02-01,29.919088631878555
2016-03-01,32.92861329843192
2016-04-01,36.19914963337578
2016-05-01,38.9242963882269
2016-06-01,34.48199024091991
2016-07-01,29.47148996530623
2016-08-01,30.996486982860826
2016-09-01,28.957209726362027
2016-10-01,29.091424437869165
2016-11-01,26.90265669495299
2016-12-01,27.76332247971104
2017-01-01,28.7756268132596
2017-02-01,28.81119647619406
2017-03-01,32.94867249288077
2017-04-01,36.47849868097334
2017-05-01,37.697702507997626
2017-06-01,31.992856245703177
2017-07-01,30.44301659506052
2017-08-01,30.20141493165386
2017-09-01,31.104493736222594
2017-10-01,29.730482448679787
2017-11-01,30.458661134010374
2017-12-01,28.289503614216976
2018-01-01,27.05608362441764
2018-02-01,30.96395965026691
2018-03-01,32.04082349976679
2018-04-01,33.61635923700609
2018-05-01,34.0345296318527
2018-06-01,33.00634811391016
2018-07-01,25.617484563752207
2018-08-01,23.79396888837589
2018-09-01,26.000769892675635
2018-10-01,26.755510867769406
2018-11-01,22.906215502160876
2018-12-01,24.07825010343165
2019-01-01,29.50199923783393
2019-02-01,29.34866571990824
2019-03-01,31.938787041630963
2019-04-01,34.764618680090585
2019-05-01,35.75040203658788
2019-06-01,35.21237523784748
2019-07-01,27.67896913819494
2019-08-01,32.170580006381456
2019-09-01,28.720495256114493
2019-10-01,29.04760022479349
2019-11-01,25.128323007569026
2019-12-01,28.717297443251717
2020-01-01,32.45178863982156
2020-02-01,35.184437738790024
2020-03-01,36.93560067116294
2020-04-01,40.66558929594066
2020-05-01,38.154845304732945
2020-06-01,34.5527328822944
2020-07-01,26.702451003023768
2020-08-01,30.803376594965282
2020-09-01,27.671780659469885
2020-10-01,29.068464338097915
2020-11-01,27.312585585785126
2020-12-01,25.26857289334809
