datetime,Dry mixing ratio of species O3 (mol mol-1 dry),Dry mixing ratio of species NO (mol mol-1 dry),Dry mixing ratio of species NO2 (mol mol-1 dry),OH concentration immediately after chemistry (molec cm-3),HO2 concentration immediately after chemistry (mol mol-1),Photolysis rate for O3 -> O1D (s-1),Photolysis rate for species NO2 (s-1)
2018-01-03 04:30:00,3.116438e-08,1.290825e-13,1.0260018e-10,6385.2485,2.0398392e-13,0.06992012,0.0
2018-01-03 05:30:00,3.1063305e-08,1.2889753e-13,1.01356e-10,6244.6997,1.994147e-13,0.06992012,0.0
2018-01-03 06:30:00,3.0947433e-08,1.2901506e-13,1.005781e-10,6140.435,1.9595088e-13,0.06992012,0.0
2018-01-03 07:30:00,3.0813002e-08,1.2986738e-13,1.0016123e-10,6067.673,1.9374435e-13,0.06992012,0.0
2018-01-03 08:30:00,3.0671664e-08,3.4009288e-12,1.02189424e-10,45084.63,6.1537873e-13,0.069920234,0.0004640886
2018-01-03 09:30:00,3.054761e-08,1.7798636e-11,9.2361646e-11,495635.28,2.8640241e-12,0.069921724,0.002875299
2018-01-03 10:30:00,3.0504683e-08,2.6462681e-11,8.083832e-11,1609962.6,6.553306e-12,0.06992733,0.005340687
2018-01-03 11:30:00,3.053163e-08,2.7391393e-11,7.149667e-11,2807800.8,9.967751e-12,0.069938764,0.0067391624
2018-01-03 12:30:00,3.0596496e-08,2.6463469e-11,6.522714e-11,3719705.2,1.2406388e-11,0.069955364,0.00753352
2018-01-03 13:30:00,3.0720482e-08,2.5656964e-11,6.2132695e-11,4148950.0,1.3592425e-11,0.06997444,0.0078618135
2018-01-03 14:30:00,3.0885253e-08,2.5044602e-11,6.167682e-11,3979412.2,1.3384194e-11,0.069992326,0.0077018416
2018-01-03 15:30:00,3.1066865e-08,2.4459452e-11,6.379627e-11,3251959.0,1.1775315e-11,0.07000581,0.0070643025
2018-01-03 16:30:00,3.1244458e-08,2.3489684e-11,6.928162e-11,2150891.0,8.890462e-12,0.070013404,0.0059104827
2018-01-03 17:30:00,3.1393974e-08,1.9107991e-11,8.0557616e-11,941277.1,5.0494418e-12,0.07001601,0.003823011
2018-01-03 18:30:00,3.1500164e-08,7.031413e-12,9.8675644e-11,144380.52,1.4967848e-12,0.070016354,0.0010478311
2018-01-03 19:30:00,3.1540036e-08,3.428101e-13,1.0657306e-10,7452.722,2.290965e-13,0.070016354,2.3093774e-06
2018-01-03 20:30:00,3.1496914e-08,1.6281433e-13,1.1425428e-10,9307.916,2.9581792e-13,0.070016354,0.0
2018-01-03 21:30:00,3.1428478e-08,1.4251165e-13,1.2002183e-10,9668.942,3.0944163e-13,0.070016354,0.0
2018-01-03 22:30:00,3.1358965e-08,1.3782915e-13,1.2267476e-10,9561.818,3.070354e-13,0.070016354,0.0
2018-01-03 23:30:00,3.1293354e-08,1.3468291e-13,1.2260792e-10,9321.93,2.9954156e-13,0.070016354,0.0
2018-01-04 00:30:00,3.122706e-08,1.3399736e-13,1.2109456e-10,9036.083,2.8999928e-13,0.070016354,0.0
2018-01-04 01:30:00,3.1162568e-08,1.3210434e-13,1.1873101e-10,8754.591,2.804711e-13,0.070016354,0.0
2018-01-04 02:30:00,3.1122482e-08,1.2995578e-13,1.151906e-10,8465.543,2.7029838e-13,0.070016354,0.0
2018-01-04 03:30:00,3.1121218e-08,1.280094e-13,1.1055207e-10,8155.963,2.5879038e-13,0.070016354,0.0
2018-01-04 04:30:00,3.1152496e-08,1.2458482e-13,1.0537276e-10,7873.36,2.479298e-13,0.070016354,0.0
2018-01-04 05:30:00,3.1180363e-08,1.2304514e-13,1.0075438e-10,7608.726,2.3799409e-13,0.070016354,0.0
2018-01-04 06:30:00,3.1181184e-08,1.2289835e-13,9.730165e-11,7422.798,2.3120904e-13,0.070016354,0.0
2018-01-04 07:30:00,3.1163328e-08,1.2275082e-13,9.4398454e-11,7312.7783,2.2724464e-13,0.070016354,0.0
2018-01-04 08:30:00,3.1139805e-08,3.0893907e-12,9.46759e-11,49588.863,7.3988363e-13,0.07001647,0.00046124315
2018-01-04 09:30:00,3.1131567e-08,1.583273e-11,8.443316e-11,513436.34,3.2627017e-12,0.070018,0.002891907
2018-01-04 10:30:00,3.1193768e-08,2.3519261e-11,7.333645e-11,1592816.9,7.0630485e-12,0.07002373,0.0054160035
2018-01-04 11:30:00,3.131107e-08,2.4393597e-11,6.4485056e-11,2752621.5,1.0522263e-11,0.07003541,0.006891161
2018-01-04 12:30:00,3.1417336e-08,2.3577014e-11,5.8739826e-11,3652383.2,1.298464e-11,0.07005237,0.0077374903
2018-01-04 13:30:00,3.152184e-08,2.279881e-11,5.5765427e-11,4068781.0,1.41405975e-11,0.07007175,0.008076599
2018-01-04 14:30:00,3.16522e-08,2.2242642e-11,5.5295893e-11,3911159.0,1.39168555e-11,0.07008985,0.007922587
2018-01-04 15:30:00,3.1809993e-08,2.162402e-11,5.7078876e-11,3185852.8,1.22383735e-11,0.07010334,0.00722732
2018-01-04 16:30:00,3.1984687e-08,2.0504536e-11,6.1550896e-11,2112080.5,9.3010885e-12,0.07011091,0.006013444
2018-01-04 17:30:00,3.2143124e-08,1.637427e-11,7.09509e-11,941532.8,5.396367e-12,0.07011351,0.003853857
2018-01-04 18:30:00,3.2251958e-08,5.7592585e-12,8.594368e-11,148816.47,1.6427956e-12,0.07011384,0.0010083982
2018-01-04 19:30:00,3.2293602e-08,3.2362427e-13,9.2746914e-11,8147.6396,2.4821266e-13,0.07011384,2.3068712e-06
2018-01-04 20:30:00,3.2256505e-08,1.6274632e-13,1.0025028e-10,9854.963,3.1007242e-13,0.07011384,0.0
2018-01-04 21:30:00,3.219934e-08,1.4179746e-13,1.05627056e-10,10160.694,3.2172653e-13,0.07011384,0.0
2018-01-04 22:30:00,3.2135503e-08,1.3740264e-13,1.0808657e-10,10080.978,3.2028717e-13,0.07011384,0.0
2018-01-04 23:30:00,3.207275e-08,1.3525768e-13,1.0831639e-10,9865.782,3.138776e-13,0.07011384,0.0
2018-01-05 00:30:00,3.2016754e-08,1.3398833e-13,1.0706798e-10,9618.722,3.0615777e-13,0.07011384,0.0
2018-01-05 01:30:00,3.1965723e-08,1.3348312e-13,1.0550568e-10,9361.84,2.9806864e-13,0.07011384,0.0
2018-01-05 02:30:00,3.1921676e-08,1.3251143e-13,1.0365726e-10,9111.565,2.900691e-13,0.07011384,0.0
2018-01-05 03:30:00,3.1886177e-08,1.3102338e-13,1.0126114e-10,8876.018,2.824205e-13,0.07011384,0.0
2018-01-05 04:30:00,3.1854754e-08,1.3090645e-13,9.867474e-11,8654.731,2.7524356e-13,0.07011384,0.0
2018-01-05 05:30:00,3.1831327e-08,1.2977285e-13,9.555515e-11,8436.699,2.6838034e-13,0.07011384,0.0
2018-01-05 06:30:00,3.182389e-08,1.2884951e-13,9.197987e-11,8226.428,2.613895e-13,0.07011384,0.0
2018-01-05 07:30:00,3.18431e-08,1.2665024e-13,8.73678e-11,8010.9883,2.5360787e-13,0.07011384,0.0
2018-01-05 08:30:00,3.1866605e-08,2.1255e-12,8.293176e-11,48192.29,7.666204e-13,0.07011394,0.00037648494
2018-01-05 09:30:00,3.1869835e-08,9.856428e-12,7.552817e-11,405249.03,3.023016e-12,0.07011526,0.0020819497
2018-01-05 10:30:00,3.188352e-08,1.6301235e-11,6.5774775e-11,1268554.5,6.4510988e-12,0.070120156,0.0042827907
2018-01-05 11:30:00,3.1921303e-08,1.8529638e-11,5.671075e-11,2309716.0,9.731742e-12,0.07013047,0.0060564023
2018-01-05 12:30:00,3.194539e-08,1.8631579e-11,5.157723e-11,3103711.2,1.1994177e-11,0.070145555,0.007057098
2018-01-05 13:30:00,3.1946374e-08,1.8390156e-11,4.886696e-11,3489201.0,1.3081406e-11,0.07016298,0.007500632
2018-01-05 14:30:00,3.197157e-08,1.7886472e-11,4.8358068e-11,3319174.0,1.2782935e-11,0.070179224,0.0073025883
2018-01-05 15:30:00,3.2020306e-08,1.6993181e-11,4.9819406e-11,2651500.0,1.1126539e-11,0.0701913,0.006477888
2018-01-05 16:30:00,3.2069156e-08,1.4968029e-11,5.4052065e-11,1657990.4,8.212035e-12,0.07019789,0.00494327
2018-01-05 17:30:00,3.2117264e-08,1.0528772e-11,6.131904e-11,686464.6,4.609039e-12,0.07020013,0.0028211235
2018-01-05 18:30:00,3.214166e-08,3.667561e-12,6.9971584e-11,115476.42,1.4029124e-12,0.07020042,0.00076927914
2018-01-05 19:30:00,3.211488e-08,2.845371e-13,7.2727865e-11,7823.629,2.3973244e-13,0.07020042,1.9926226e-06
2018-01-05 20:30:00,3.2004717e-08,1.671714e-13,7.8266046e-11,9014.953,2.8541354e-13,0.07020042,0.0
2018-01-05 21:30:00,3.186431e-08,1.4584357e-13,8.2394806e-11,9166.011,2.929574e-13,0.07020042,0.0
2018-01-05 22:30:00,3.172716e-08,1.3913283e-13,8.398747e-11,8977.466,2.8886515e-13,0.07020042,0.0
2018-01-05 23:30:00,3.162251e-08,1.3332904e-13,8.275665e-11,8674.051,2.8006961e-13,0.07020042,0.0
2018-01-06 00:30:00,3.1559086e-08,1.280279e-13,7.919621e-11,8273.047,2.6700316e-13,0.07020042,0.0
2018-01-06 01:30:00,3.1506584e-08,1.2603135e-13,7.547267e-11,7836.3384,2.524235e-13,0.07020042,0.0
2018-01-06 02:30:00,3.1436464e-08,1.2453919e-13,7.246652e-11,7470.027,2.404385e-13,0.07020042,0.0
2018-01-06 03:30:00,3.1349895e-08,1.2312005e-13,6.98274e-11,7129.0557,2.295073e-13,0.07020042,0.0
2018-01-06 04:30:00,3.1278237e-08,1.2197964e-13,6.734542e-11,6838.221,2.2006903e-13,0.07020042,0.0
2018-01-06 05:30:00,3.122302e-08,1.2134967e-13,6.505308e-11,6566.413,2.1108629e-13,0.07020042,0.0
2018-01-06 06:30:00,3.118536e-08,1.2058681e-13,6.289194e-11,6328.2637,2.0316581e-13,0.07020042,0.0
2018-01-06 07:30:00,3.1161434e-08,1.2432335e-13,6.094551e-11,6147.9614,1.9678855e-13,0.07020042,0.0
2018-01-06 08:30:00,3.114735e-08,1.487344e-12,5.5049323e-11,49260.23,7.279085e-13,0.07020053,0.0003860559
2018-01-06 09:30:00,3.1133055e-08,6.37931e-12,4.784611e-11,417543.4,3.0459843e-12,0.07020196,0.0021159928
2018-01-06 10:30:00,3.1109085e-08,9.9114415e-12,3.9163714e-11,1257363.8,6.4490184e-12,0.07020727,0.0043840073
2018-01-06 11:30:00,3.1071963e-08,1.0738922e-11,3.1785144e-11,2270202.5,9.650589e-12,0.07021846,0.0062863813
2018-01-06 12:30:00,3.100926e-08,1.0356787e-11,2.6344062e-11,3176276.5,1.2112841e-11,0.07023567,0.0077193496
2018-01-06 13:30:00,3.0955306e-08,9.449413e-12,2.3125711e-11,3521294.0,1.3050872e-11,0.07025549,0.008160276
2018-01-06 14:30:00,3.0937162e-08,8.571536e-12,2.1341708e-11,3316624.2,1.26672995e-11,0.07027398,0.007959634
2018-01-06 15:30:00,3.0973695e-08,7.935471e-12,2.0290955e-11,2767138.8,1.13665e-11,0.070288576,0.007534343
2018-01-06 16:30:00,3.1081118e-08,6.8718794e-12,2.0433403e-11,1756850.2,8.498788e-12,0.070296675,0.006050821
2018-01-06 17:30:00,3.124441e-08,4.856609e-12,2.1728798e-11,762440.44,4.8213994e-12,0.070299454,0.0036444492
2018-01-06 18:30:00,3.1448817e-08,1.816161e-12,2.3391712e-11,150088.52,1.5080257e-12,0.070299834,0.0010769663
2018-01-06 19:30:00,3.1677715e-08,2.76749e-13,2.5260958e-11,7329.935,2.2165063e-13,0.070299834,2.6569176e-06
2018-01-06 20:30:00,3.1918383e-08,1.8029404e-13,2.993446e-11,6728.678,2.0936357e-13,0.070299834,0.0
2018-01-06 21:30:00,3.2182477e-08,1.3463063e-13,3.3003402e-11,6671.6504,2.0673026e-13,0.070299834,0.0
2018-01-06 22:30:00,3.2449684e-08,1.1819822e-13,3.4798813e-11,6787.4663,2.0902499e-13,0.070299834,0.0
2018-01-06 23:30:00,3.2715707e-08,1.1206104e-13,3.583113e-11,6937.771,2.1226765e-13,0.070299834,0.0
2018-01-07 00:30:00,3.298901e-08,1.08856764e-13,3.6449815e-11,7075.988,2.1514508e-13,0.070299834,0.0
2018-01-07 01:30:00,3.3304055e-08,1.06945255e-13,3.6757708e-11,7206.695,2.1752004e-13,0.070299834,0.0
2018-01-07 02:30:00,3.3734104e-08,1.0448154e-13,3.662272e-11,7369.891,2.2000762e-13,0.070299834,0.0
2018-01-07 03:30:00,3.426521e-08,1.02608955e-13,3.6130727e-11,7563.923,2.2232249e-13,0.070299834,0.0
2018-01-07 04:30:00,3.4844955e-08,9.133848e-14,3.5531827e-11,7803.858,2.2537857e-13,0.070299834,0.0
2018-01-07 05:30:00,3.541383e-08,8.970211e-14,3.5018297e-11,8065.899,2.2882412e-13,0.070299834,0.0
2018-01-07 06:30:00,3.5914702e-08,8.9169855e-14,3.4576758e-11,8338.937,2.327048e-13,0.070299834,0.0
2018-01-07 07:30:00,3.6364618e-08,8.88942e-14,3.409979e-11,8644.675,2.3777483e-13,0.070299834,0.0
2018-01-07 08:30:00,3.676442e-08,7.165459e-13,2.9982808e-11,57784.56,7.7336233e-13,0.07029995,0.00038176042
2018-01-07 09:30:00,3.707533e-08,3.3065497e-12,2.8448214e-11,466528.66,3.51634e-12,0.07030144,0.0021584963
2018-01-07 10:30:00,3.7281985e-08,5.597776e-12,2.5359792e-11,1385912.1,7.308194e-12,0.07030698,0.0044794353
2018-01-07 11:30:00,3.7363392e-08,6.577593e-12,2.225199e-11,2584973.0,1.0906779e-11,0.07031878,0.0064469804
2018-01-07 12:30:00,3.7317957e-08,6.9458736e-12,1.9764265e-11,3802225.8,1.3915901e-11,0.07033755,0.008109358
2018-01-07 13:30:00,3.7216093e-08,6.7659415e-12,1.8560641e-11,4261971.5,1.5023986e-11,0.07035908,0.00851268
2018-01-07 14:30:00,3.7113974e-08,6.5840835e-12,1.8272129e-11,4039741.5,1.4684828e-11,0.07037912,0.008312721
2018-01-07 15:30:00,3.7053383e-08,6.4720993e-12,1.8765049e-11,3269852.2,1.306396e-11,0.070394345,0.0076605617
2018-01-07 16:30:00,3.7073022e-08,6.0507684e-12,2.031193e-11,2069441.6,9.9440725e-12,0.070402734,0.0061714416
2018-01-07 17:30:00,3.7157083e-08,4.509975e-12,2.3193687e-11,887149.75,5.784801e-12,0.07040556,0.0036491593
2018-01-07 18:30:00,3.726823e-08,1.8099949e-12,2.6707867e-11,186192.8,1.9615533e-12,0.07040595,0.0011085692
2018-01-07 19:30:00,3.7363968e-08,2.029288e-13,2.9149735e-11,13357.887,3.4903645e-13,0.07040595,2.8151312e-06
2018-01-07 20:30:00,3.7415784e-08,1.2627937e-13,3.3721838e-11,13128.85,3.5041875e-13,0.07040595,0.0
2018-01-07 21:30:00,3.7459316e-08,1.03182985e-13,3.627548e-11,13226.332,3.5401762e-13,0.07040595,0.0
2018-01-07 22:30:00,3.7498292e-08,9.6064466e-14,3.776417e-11,13211.553,3.5435682e-13,0.07040595,0.0
2018-01-07 23:30:00,3.7540527e-08,9.230667e-14,3.8664134e-11,13181.515,3.5399388e-13,0.07040595,0.0
2018-01-08 00:30:00,3.7586688e-08,8.990358e-14,3.931723e-11,13101.891,3.5210943e-13,0.07040595,0.0
2018-01-08 01:30:00,3.7632987e-08,8.8323615e-14,3.9829678e-11,12945.755,3.4793414e-13,0.07040595,0.0
2018-01-08 02:30:00,3.7677374e-08,8.694778e-14,4.0151528e-11,12791.895,3.4364257e-13,0.07040595,0.0
2018-01-08 03:30:00,3.7716944e-08,8.589549e-14,4.0357176e-11,12659.941,3.3982878e-13,0.07040595,0.0
2018-01-08 04:30:00,3.7748165e-08,8.531495e-14,4.049136e-11,12621.537,3.3840387e-13,0.07040595,0.0
2018-01-08 05:30:00,3.7768153e-08,8.5128824e-14,4.0565478e-11,12564.811,3.3655693e-13,0.07040595,0.0
2018-01-08 06:30:00,3.777456e-08,8.523234e-14,4.070885e-11,12516.429,3.3484803e-13,0.07040595,0.0
2018-01-08 07:30:00,3.7768277e-08,8.5356486e-14,4.0873888e-11,12524.99,3.3475054e-13,0.07040595,0.0
2018-01-08 08:30:00,3.774467e-08,1.0137917e-12,3.90593e-11,67479.64,9.667509e-13,0.07040608,0.0004152872
2018-01-08 09:30:00,3.769221e-08,5.776218e-12,3.6047866e-11,608338.1,4.394464e-12,0.0704078,0.0029815044
2018-01-08 10:30:00,3.7603304e-08,8.745931e-12,3.1142117e-11,1704226.5,8.619365e-12,0.07041412,0.0057274387
2018-01-08 11:30:00,3.746184e-08,9.0297145e-12,2.6729674e-11,2912040.8,1.21350265e-11,0.070426926,0.007369841
2018-01-08 12:30:00,3.724688e-08,8.614997e-12,2.3500597e-11,3877786.2,1.4497955e-11,0.0704456,0.008361651
2018-01-08 13:30:00,3.697804e-08,8.152426e-12,2.1631195e-11,4242713.5,1.5347924e-11,0.0704667,0.008702977
2018-01-08 14:30:00,3.6736665e-08,7.798521e-12,2.0813833e-11,3979669.5,1.4833655e-11,0.07048628,0.008526613
2018-01-08 15:30:00,3.6573354e-08,7.510497e-12,2.0899447e-11,3185559.0,1.3020794e-11,0.070501,0.007850436
2018-01-08 16:30:00,3.6503007e-08,7.091108e-12,2.192433e-11,2065721.2,9.965617e-12,0.07050928,0.006590836
2018-01-08 17:30:00,3.650895e-08,5.533881e-12,2.4389586e-11,926640.8,5.873832e-12,0.07051213,0.0041829185
2018-01-08 18:30:00,3.6555704e-08,1.9744963e-12,2.8042025e-11,179138.86,1.8855184e-12,0.0705125,0.0011257123
2018-01-08 19:30:00,3.6579976e-08,2.0176817e-13,3.0550954e-11,12223.714,3.2886682e-13,0.0705125,3.004468e-06
2018-01-08 20:30:00,3.6560902e-08,1.2029424e-13,3.532485e-11,11823.744,3.2525623e-13,0.0705125,0.0
2018-01-08 21:30:00,3.6536395e-08,9.737311e-14,3.86046e-11,11622.513,3.203874e-13,0.0705125,0.0
2018-01-08 22:30:00,3.6506655e-08,9.118292e-14,4.058733e-11,11465.491,3.1644755e-13,0.0705125,0.0
2018-01-08 23:30:00,3.6477022e-08,8.824405e-14,4.169489e-11,11344.395,3.1324344e-13,0.0705125,0.0
2018-01-09 00:30:00,3.645202e-08,8.6675106e-14,4.2391948e-11,11230.169,3.1008602e-13,0.0705125,0.0
2018-01-09 01:30:00,3.6423845e-08,8.5994065e-14,4.291828e-11,11097.814,3.063661e-13,0.0705125,0.0
2018-01-09 02:30:00,3.63777e-08,8.5501816e-14,4.3230957e-11,10963.166,3.026771e-13,0.0705125,0.0
2018-01-09 03:30:00,3.630937e-08,8.554406e-14,4.3448658e-11,10829.818,2.991119e-13,0.0705125,0.0
2018-01-09 04:30:00,3.621243e-08,8.5717186e-14,4.3566213e-11,10707.233,2.961809e-13,0.0705125,0.0
2018-01-09 05:30:00,3.6084437e-08,8.6222384e-14,4.366801e-11,10553.93,2.9279492e-13,0.0705125,0.0
2018-01-09 06:30:00,3.5927606e-08,8.655728e-14,4.399822e-11,10382.608,2.8909294e-13,0.0705125,0.0
2018-01-09 07:30:00,3.5749483e-08,8.7281677e-14,4.4602606e-11,10252.453,2.864638e-13,0.0705125,0.0
2018-01-09 08:30:00,3.5546368e-08,1.5538628e-12,4.352263e-11,74016.17,1.0232387e-12,0.07051264,0.0005560442
2018-01-09 09:30:00,3.5327872e-08,8.528755e-12,3.9537398e-11,660820.75,4.4124253e-12,0.070514396,0.003841442
2018-01-09 10:30:00,3.510206e-08,1.1699614e-11,3.4989817e-11,1688488.6,8.388991e-12,0.070520654,0.0064289607
2018-01-09 11:30:00,3.4851826e-08,1.1832977e-11,3.0987244e-11,2724616.0,1.1557895e-11,0.070532896,0.007780172
2018-01-09 12:30:00,3.4557697e-08,1.1305836e-11,2.7846538e-11,3518275.0,1.3647131e-11,0.07055034,0.008592753
2018-01-09 13:30:00,3.4278745e-08,1.0733955e-11,2.5921121e-11,3845675.0,1.4485799e-11,0.070570126,0.00887839
2018-01-09 14:30:00,3.4057123e-08,1.0333932e-11,2.5083657e-11,3644086.0,1.4079752e-11,0.07058863,0.008727617
2018-01-09 15:30:00,3.386572e-08,1.0043823e-11,2.5183685e-11,2964480.0,1.244145e-11,0.0706027,0.008130279
2018-01-09 16:30:00,3.3736153e-08,9.62715e-12,2.6326498e-11,1981014.2,9.643235e-12,0.07061081,0.006989519
2018-01-09 17:30:00,3.366755e-08,8.175477e-12,2.904263e-11,957118.4,5.8916517e-12,0.07061374,0.0049184645
2018-01-09 18:30:00,3.3634752e-08,3.3699326e-12,3.3745957e-11,196421.28,1.9280463e-12,0.07061413,0.0015443004
