datetime,Dry mixing ratio of species ATO2 (mol mol-1 dry),Dry mixing ratio of species A3O2 (mol mol-1 dry),Dry mixing ratio of species IDHNBOO (mol mol-1 dry),Dry mixing ratio of species ICHOO (mol mol-1 dry),Dry mixing ratio of species IDHNDOO2 (mol mol-1 dry),Dry mixing ratio of species IDHNDOO1 (mol mol-1 dry),Dry mixing ratio of species ICNOO (mol mol-1 dry),Dry mixing ratio of species C4HVP1 (mol mol-1 dry),Dry mixing ratio of species BRO2 (mol mol-1 dry)
2016-10-23 01:30:00,8.2208486e-16,2.0873206e-15,1.968918e-16,1.822072e-22,3.6986694e-21,5.3483192e-21,1.1257916e-18,0.0,7.97745e-16
2016-10-23 02:30:00,8.018645e-16,1.8978967e-15,2.0581196e-16,1.7151424e-22,3.820581e-21,5.5426033e-21,1.3949088e-18,0.0,7.5572486e-16
2016-10-23 03:30:00,7.871483e-16,1.7405683e-15,2.075418e-16,1.5873515e-22,3.775066e-21,5.4860973e-21,1.6548637e-18,0.0,7.224827e-16
2016-10-23 04:30:00,7.7867204e-16,1.6097133e-15,2.0352611e-16,1.4452442e-22,3.6343945e-21,5.2858558e-21,1.8955297e-18,0.0,6.963592e-16
2016-10-23 05:30:00,7.7376407e-16,1.4972938e-15,1.9399248e-16,1.2835363e-22,3.3712344e-21,4.9021635e-21,2.1029464e-18,0.0,6.760831e-16
2016-10-23 06:30:00,7.7190494e-16,1.399605e-15,1.7977492e-16,1.1494712e-22,3.0956774e-21,4.4994655e-21,2.2776522e-18,0.0,6.6097533e-16
2016-10-23 07:30:00,8.024901e-16,1.3420466e-15,1.6217613e-16,1.0820353e-22,2.9042844e-21,4.2191547e-21,2.4283653e-18,1.4013571e-22,6.5084206e-16
2016-10-23 08:30:00,2.17452e-14,3.8727134e-15,2.6555604e-18,5.6218975e-21,1.1872386e-19,1.8991342e-19,8.4705594e-18,2.9532558e-19,1.4780499e-15
2016-10-23 09:30:00,4.9889455e-14,6.6884813e-15,1.0354292e-18,2.7949583e-20,2.745793e-19,5.762828e-19,1.07351856e-17,5.796946e-19,3.2254568e-15
2016-10-23 10:30:00,7.662183e-14,1.0010945e-14,7.3899277e-19,5.0756316e-20,1.0733236e-19,3.4478348e-19,5.195815e-18,2.8165652e-19,4.972329e-15
2016-10-23 11:30:00,9.8342585e-14,1.2719539e-14,4.2540343e-19,6.6411514e-20,1.3785673e-20,7.9018897e-20,1.5165265e-18,6.687386e-20,6.3452504e-15
2016-10-23 12:30:00,1.1292864e-13,1.4515021e-14,2.200568e-19,7.2473035e-20,1.2166292e-21,1.0167968e-20,4.619539e-19,1.1570756e-20,7.143524e-15
2016-10-23 13:30:00,1.1947047e-13,1.5373843e-14,1.2218433e-19,7.218953e-20,2.6348474e-22,1.0547676e-21,2.6070693e-19,2.5386825e-21,7.365045e-15
2016-10-23 14:30:00,1.1775288e-13,1.5328525e-14,8.1295504e-20,6.9295544e-20,1.6307903e-22,1.8331206e-22,2.066788e-19,1.0954833e-21,7.102258e-15
2016-10-23 15:30:00,1.0780177e-13,1.4365311e-14,6.0308103e-20,6.136464e-20,2.1341187e-22,1.1478192e-22,1.7046904e-19,1.1155917e-21,6.4166735e-15
2016-10-23 16:30:00,8.998661e-14,1.2468569e-14,4.4943078e-20,4.653438e-20,1.1881091e-22,5.6886293e-23,1.3317149e-19,7.02635e-22,5.3531716e-15
2016-10-23 17:30:00,6.572489e-14,9.82731e-15,3.2674196e-20,2.8005993e-20,1.0924301e-22,4.0541966e-23,9.7317205e-20,5.9582944e-22,4.017439e-15
2016-10-23 18:30:00,3.7154538e-14,7.03678e-15,2.5363224e-20,9.2098055e-21,9.092746e-23,2.9754912e-23,6.4079976e-20,4.941255e-22,2.5963442e-15
2016-10-23 19:30:00,5.7841466e-15,5.105229e-15,4.934137e-20,3.2263593e-22,4.067465e-24,2.167048e-24,4.8369987e-20,1.4935776e-23,1.519658e-15
2016-10-23 20:30:00,1.7217225e-15,4.4901166e-15,7.4125716e-20,7.839889e-23,2.6944005e-25,3.411205e-25,4.379458e-20,0.0,1.2822195e-15
2016-10-23 21:30:00,1.1400183e-15,4.0661567e-15,8.018909e-20,7.257278e-23,1.409766e-25,2.0985744e-25,4.0538115e-20,0.0,1.1455191e-15
2016-10-23 22:30:00,1.0091693e-15,3.722731e-15,9.0597086e-20,7.024868e-23,1.7073811e-25,2.5542024e-25,3.7715827e-20,0.0,1.0477063e-15
2016-10-23 23:30:00,9.570391e-16,3.4403181e-15,1.431675e-19,6.873051e-23,4.3152373e-25,6.8264266e-25,3.5145344e-20,0.0,9.738466e-16
2016-10-24 00:30:00,9.270254e-16,3.205553e-15,3.2330936e-19,6.765604e-23,1.3811227e-24,2.1035548e-24,3.278536e-20,0.0,9.175441e-16
2016-10-24 01:30:00,9.076521e-16,3.0013679e-15,6.8431866e-19,6.8953366e-23,2.9282596e-24,4.4146104e-24,3.0629525e-20,0.0,8.7370686e-16
2016-10-24 02:30:00,8.936333e-16,2.8342923e-15,1.1392528e-18,7.2802585e-23,4.289937e-24,6.4400253e-24,2.8727805e-20,0.0,8.4305936e-16
2016-10-24 03:30:00,8.888708e-16,2.6937882e-15,1.5672394e-18,7.856897e-23,5.0765144e-24,7.608911e-24,2.700248e-20,0.0,8.2113116e-16
2016-10-24 04:30:00,8.894438e-16,2.584448e-15,1.9728758e-18,8.5671235e-23,5.87588e-24,8.82634e-24,2.5471991e-20,0.0,8.0793163e-16
2016-10-24 05:30:00,8.930428e-16,2.4986284e-15,2.376944e-18,9.2332856e-23,6.9949685e-24,1.0497252e-23,2.411696e-20,0.0,8.019558e-16
2016-10-24 06:30:00,9.000634e-16,2.4344123e-15,2.7515489e-18,9.714643e-23,8.686506e-24,1.3026169e-23,2.2945644e-20,0.0,8.024779e-16
2016-10-24 07:30:00,9.375837e-16,2.4512492e-15,3.0413152e-18,1.0037597e-22,1.0734324e-23,1.6053506e-23,2.192786e-20,1.1254266e-25,8.1000305e-16
2016-10-24 08:30:00,2.3966475e-14,1.0544099e-14,1.1010949e-19,5.147985e-21,3.046569e-22,4.920451e-22,3.3693823e-20,2.1247339e-22,2.2401455e-15
2016-10-24 09:30:00,5.6754917e-14,1.8213218e-14,2.7369817e-20,3.0033064e-20,3.9257402e-22,7.071789e-22,6.251368e-20,4.2153955e-22,4.929571e-15
2016-10-24 10:30:00,8.551566e-14,2.7367413e-14,2.7130842e-20,5.4306294e-20,1.0706853e-22,1.1353703e-22,8.266761e-20,3.2859848e-22,7.488214e-15
2016-10-24 11:30:00,1.0878468e-13,3.5161994e-14,2.811636e-20,6.115773e-20,3.0775348e-23,2.6152937e-23,9.215105e-20,1.2965116e-22,9.567335e-15
2016-10-24 12:30:00,1.2505744e-13,4.080102e-14,2.752235e-20,5.5696093e-20,2.470119e-23,3.685909e-24,9.2449925e-20,8.8186836e-23,1.0929264e-14
2016-10-24 13:30:00,1.3234066e-13,4.374568e-14,2.3293472e-20,4.4111645e-20,3.4615386e-24,4.2632666e-25,7.926532e-20,3.0136847e-23,1.1483748e-14
2016-10-24 14:30:00,1.3033719e-13,4.3797384e-14,1.9015688e-20,3.1868707e-20,1.1955431e-25,2.2218467e-25,6.501186e-20,1.3490509e-23,1.127453e-14
2016-10-24 15:30:00,1.1979492e-13,4.096968e-14,1.5506179e-20,2.2284217e-20,9.666947e-26,4.3047844e-25,5.3052476e-20,1.2410303e-23,1.0421029e-14
2016-10-24 16:30:00,1.00309985e-13,3.5379743e-14,1.1684782e-20,1.4035221e-20,6.2012975e-28,8.77906e-29,3.992682e-20,9.23793e-24,8.890389e-15
2016-10-24 17:30:00,7.3793104e-14,2.7822813e-14,8.2591036e-21,7.209274e-21,7.498123e-30,4.0384934e-30,2.820282e-20,6.5821927e-24,6.892941e-15
2016-10-24 18:30:00,4.137644e-14,2.0193514e-14,5.3555114e-21,2.088602e-21,4.5887794e-29,1.4988183e-29,1.8821863e-20,2.4202081e-24,4.759189e-15
2016-10-24 19:30:00,5.9156053e-15,1.40514075e-14,2.753645e-21,7.741909e-23,6.006515e-30,1.8015878e-30,1.4487707e-20,4.018587e-28,2.8974776e-15
2016-10-24 20:30:00,1.9724335e-15,1.1777923e-14,2.1501494e-21,2.0528997e-23,3.6975068e-30,3.5581255e-30,1.3082053e-20,1.9936559e-35,2.4205133e-15
2016-10-24 21:30:00,1.4268374e-15,1.0309776e-14,1.885592e-21,1.9687966e-23,4.2818627e-28,6.057535e-28,1.212914e-20,0.0,2.151922e-15
2016-10-24 22:30:00,1.2824826e-15,9.18039e-15,1.7708279e-21,2.1099282e-23,1.0803017e-27,1.5158675e-27,1.1344373e-20,0.0,1.9631348e-15
2016-10-24 23:30:00,1.2175291e-15,8.271668e-15,1.6821034e-21,2.324727e-23,1.6968306e-27,2.2558995e-27,1.06485844e-20,0.0,1.8200273e-15
2016-10-25 00:30:00,1.1765907e-15,7.5172616e-15,1.5641171e-21,2.5425686e-23,3.7698873e-27,5.0620815e-27,1.00089945e-20,0.0,1.7083006e-15
2016-10-25 01:30:00,1.1462337e-15,6.8777407e-15,2.190025e-21,2.8220868e-23,3.6914157e-26,4.7093015e-26,9.420315e-21,0.0,1.620938e-15
2016-10-25 02:30:00,1.1251164e-15,6.343342e-15,5.4293684e-21,3.188951e-23,1.7344438e-25,2.2767093e-25,8.895116e-21,0.0,1.553509e-15
2016-10-25 03:30:00,1.1099132e-15,5.8992563e-15,1.1568901e-20,3.5660075e-23,4.082804e-25,5.3611687e-25,8.452496e-21,0.0,1.5024799e-15
2016-10-25 04:30:00,1.1007056e-15,5.5364284e-15,1.4120453e-20,3.9116905e-23,7.413396e-25,9.642885e-25,8.121994e-21,0.0,1.4648097e-15
2016-10-25 05:30:00,1.0942651e-15,5.239804e-15,1.2904294e-20,4.3112028e-23,1.1918972e-24,1.5455897e-24,7.932945e-21,0.0,1.4380473e-15
2016-10-25 06:30:00,1.1059085e-15,5.0464787e-15,1.6222597e-20,5.316848e-23,2.8905161e-24,3.7789052e-24,8.211393e-21,0.0,1.421392e-15
2016-10-25 07:30:00,1.1381977e-15,4.9898215e-15,2.3501623e-20,5.8449e-23,3.7670183e-24,4.9319982e-24,8.728528e-21,3.9625432e-25,1.4140587e-15
2016-10-25 08:30:00,2.9866222e-14,1.8020314e-14,6.2715727e-21,3.8230285e-21,2.2348086e-22,3.1897827e-22,4.6836763e-20,1.6085841e-21,4.3690764e-15
2016-10-25 09:30:00,6.556654e-14,2.7420259e-14,8.2426545e-21,2.1956241e-20,5.876017e-22,1.1081374e-21,7.2363266e-20,3.545463e-21,8.053479e-15
2016-10-25 10:30:00,9.551948e-14,3.805912e-14,9.2196105e-21,4.301031e-20,2.3888137e-22,6.91285e-22,4.854268e-20,1.5730455e-21,1.13482035e-14
2016-10-25 11:30:00,1.1926586e-13,4.6123546e-14,9.037574e-21,5.721644e-20,3.287328e-23,1.5581437e-22,3.289027e-20,3.579932e-22,1.38190495e-14
2016-10-25 12:30:00,1.3488322e-13,5.093824e-14,8.02538e-21,5.7963654e-20,2.510236e-24,1.576411e-23,2.6808098e-20,5.55004e-23,1.5161625e-14
2016-10-25 13:30:00,1.4125054e-13,5.2367676e-14,6.8841064e-21,5.0709742e-20,2.3340994e-25,1.1522235e-24,2.3180633e-20,1.0332342e-23,1.5391825e-14
2016-10-25 14:30:00,1.3837008e-13,5.065369e-14,5.800435e-21,4.1447843e-20,3.7432448e-26,9.60758e-26,1.9733502e-20,4.165532e-24,1.4706482e-14
2016-10-25 15:30:00,1.2647174e-13,4.630017e-14,4.6654214e-21,3.0206148e-20,1.1057563e-26,1.1885136e-26,1.5947593e-20,2.8373126e-24,1.327349e-14
2016-10-25 16:30:00,1.0660622e-13,3.972202e-14,3.699628e-21,2.059339e-20,7.0686775e-27,4.6441536e-27,1.265927e-20,2.41336e-24,1.1254787e-14
2016-10-25 17:30:00,8.0156354e-14,3.1785118e-14,2.8385307e-21,1.1978625e-20,2.3466674e-27,5.773385e-27,9.738963e-21,2.1715877e-24,8.88394e-15
2016-10-25 18:30:00,4.5689706e-14,2.4226736e-14,2.0728579e-21,3.8894465e-21,7.746399e-28,6.392895e-29,7.265843e-21,1.3074515e-24,6.472464e-15
2016-10-25 19:30:00,5.8795195e-15,1.7087648e-14,1.1352108e-21,1.462231e-22,1.1536759e-30,7.1049465e-31,5.7733814e-21,5.646279e-26,4.051152e-15
2016-10-25 20:30:00,1.8724097e-15,1.4146573e-14,8.982111e-22,3.568542e-23,2.4479005e-31,3.0579686e-31,5.264476e-21,8.954307e-34,3.3760503e-15
2016-10-25 21:30:00,1.3306969e-15,1.2216845e-14,7.753787e-22,3.395851e-23,1.512363e-30,2.1277187e-30,4.9273485e-21,1.530109e-39,2.9861632e-15
2016-10-25 22:30:00,1.1890045e-15,1.0766308e-14,1.2044444e-21,3.5626498e-23,2.1852528e-27,3.286862e-27,4.658e-21,6e-45,2.704904e-15
2016-10-25 23:30:00,1.1316496e-15,9.622172e-15,3.0240481e-21,3.8427592e-23,8.803369e-27,1.3194332e-26,4.4237155e-21,0.0,2.4820511e-15
2016-10-26 00:30:00,1.1050683e-15,8.693383e-15,4.082223e-21,4.1595083e-23,7.736919e-27,1.1481511e-26,4.208977e-21,0.0,2.2949246e-15
2016-10-26 01:30:00,1.0876625e-15,7.946355e-15,3.916932e-21,4.4585863e-23,3.1323147e-27,4.648262e-27,4.0137017e-21,0.0,2.1409562e-15
2016-10-26 02:30:00,1.075052e-15,7.34142e-15,3.394513e-21,4.7054897e-23,1.2407407e-27,1.8411646e-27,3.834851e-21,0.0,2.0148853e-15
2016-10-26 03:30:00,1.0654513e-15,6.852544e-15,2.8345095e-21,4.8897777e-23,5.0395636e-28,7.4725254e-28,3.6703046e-21,0.0,1.9125972e-15
2016-10-26 04:30:00,1.0579107e-15,6.4668556e-15,2.3404231e-21,4.9666332e-23,2.1855186e-28,3.238032e-28,3.5168323e-21,0.0,1.8308312e-15
2016-10-26 05:30:00,1.0514635e-15,6.1631832e-15,1.9345905e-21,5.030941e-23,1.1778441e-28,1.7736414e-28,3.3737187e-21,0.0,1.7666293e-15
2016-10-26 06:30:00,1.047787e-15,5.9307244e-15,1.6105511e-21,5.08458e-23,4.647292e-29,7.1259336e-29,3.2406517e-21,0.0,1.7179708e-15
2016-10-26 07:30:00,1.0771912e-15,5.885598e-15,1.352735e-21,5.1809923e-23,3.523595e-29,5.5586714e-29,3.1150786e-21,1.0735809e-30,1.6845304e-15
2016-10-26 08:30:00,3.2544503e-14,2.5247238e-14,1.9170977e-21,3.462374e-21,1.6620458e-27,3.0909067e-27,5.6755257e-21,6.701276e-26,5.3303813e-15
2016-10-26 09:30:00,7.104971e-14,3.641147e-14,3.2613557e-21,1.8077276e-20,5.406301e-24,1.12099596e-23,1.1506461e-20,2.4676532e-23,9.838575e-15
2016-10-26 10:30:00,1.0235529e-13,5.0155077e-14,4.206869e-21,3.2855155e-20,6.1647725e-24,1.7584352e-23,1.5107296e-20,3.9655277e-23,1.3829351e-14
2016-10-26 11:30:00,1.2708815e-13,6.151156e-14,4.6851094e-21,4.0388473e-20,1.3690241e-24,7.6607655e-24,1.6410848e-20,1.9105878e-23,1.7000905e-14
2016-10-26 12:30:00,1.4362544e-13,6.8998104e-14,4.7084546e-21,3.973761e-20,1.2570172e-25,1.4321227e-24,1.6272434e-20,6.743616e-24,1.8882328e-14
2016-10-26 13:30:00,1.5058485e-13,7.2098747e-14,4.3633806e-21,3.3711423e-20,7.787569e-27,1.7442225e-25,1.5034604e-20,3.1074738e-24,1.9398288e-14
2016-10-26 14:30:00,1.4800376e-13,7.127797e-14,3.8132134e-21,2.5772867e-20,5.9227503e-27,1.5670625e-26,1.3132663e-20,1.9262506e-24,1.8787269e-14
2016-10-26 15:30:00,1.3598478e-13,6.6377676e-14,3.1954076e-21,1.8192133e-20,5.076742e-27,2.9248746e-27,1.1003402e-20,1.4175043e-24,1.7174215e-14
2016-10-26 16:30:00,1.154722e-13,5.8057766e-14,2.5888287e-21,1.1714693e-20,3.3007887e-29,6.1727003e-28,8.911856e-21,1.1147729e-24,1.4745148e-14
2016-10-26 17:30:00,8.743456e-14,4.7569716e-14,2.0190249e-21,6.2624402e-21,3.5907457e-31,1.4164355e-31,6.9541785e-21,8.721365e-25,1.1832699e-14
2016-10-26 18:30:00,4.952252e-14,3.723087e-14,1.5043456e-21,1.869789e-21,4.76893e-27,1.9045227e-27,5.2955695e-21,5.507215e-25,8.812525e-15
2016-10-26 19:30:00,5.9646256e-15,2.5859443e-14,8.1704795e-22,6.187893e-23,1.2568105e-27,8.030031e-28,4.2014866e-21,2.8113058e-26,5.5091925e-15
2016-10-26 20:30:00,1.859991e-15,2.0774884e-14,6.948601e-22,1.3783596e-23,9.166684e-28,8.51306e-28,3.8106684e-21,6.1587203e-34,4.541e-15
2016-10-26 21:30:00,1.3240535e-15,1.7524522e-14,7.912307e-22,1.238013e-23,2.662167e-27,2.8117699e-27,3.5522233e-21,6.1428e-40,3.981428e-15
2016-10-26 22:30:00,1.1805973e-15,1.5097134e-14,4.7139775e-21,1.26492726e-23,2.542903e-26,3.420876e-26,3.3467715e-21,0.0,3.5779434e-15
2016-10-26 23:30:00,1.121698e-15,1.31694065e-14,2.3987013e-20,1.3532887e-23,1.3858024e-25,1.9355203e-25,3.1722746e-21,0.0,3.2538142e-15
2016-10-27 00:30:00,1.1006645e-15,1.17036025e-14,9.183785e-20,1.4765004e-23,5.299462e-25,7.492724e-25,3.0366134e-21,0.0,2.9820741e-15
2016-10-27 01:30:00,1.0837432e-15,1.0492285e-14,2.5379393e-19,1.566627e-23,1.3936576e-24,1.9948744e-24,2.9621073e-21,0.0,2.755278e-15
2016-10-27 02:30:00,1.0734639e-15,9.484883e-15,6.078758e-19,1.668699e-23,3.3170994e-24,4.8018827e-24,3.0130979e-21,0.0,2.5648753e-15
2016-10-27 03:30:00,1.0682804e-15,8.577498e-15,1.2244168e-18,1.7778752e-23,6.5057947e-24,9.478775e-24,3.2720074e-21,0.0,2.3991994e-15
2016-10-27 04:30:00,1.0691322e-15,7.809892e-15,2.1218494e-18,1.8582229e-23,1.1571247e-23,1.6894321e-23,3.8196244e-21,0.0,2.2570504e-15
2016-10-27 05:30:00,1.0732038e-15,7.184796e-15,3.502182e-18,1.944625e-23,2.3181337e-23,3.381995e-23,4.8238693e-21,0.0,2.1372812e-15
2016-10-27 06:30:00,1.0799114e-15,6.6739153e-15,5.7706506e-18,2.1205932e-23,4.680562e-23,6.829853e-23,6.7241104e-21,0.0,2.0371202e-15
2016-10-27 07:30:00,1.1132388e-15,6.305454e-15,9.954909e-18,2.4832679e-23,1.4073525e-22,2.082296e-22,1.2956293e-20,1.7022676e-24,1.9540032e-15
2016-10-27 08:30:00,2.8970085e-14,1.6318381e-14,7.811199e-19,1.537919e-21,1.2116594e-20,1.9623319e-20,3.9832303e-19,1.5125091e-20,3.9975203e-15
2016-10-27 09:30:00,6.743389e-14,2.470227e-14,2.465333e-19,9.842357e-21,5.3288923e-20,1.1392156e-19,1.0870716e-18,6.1337704e-20,8.1439025e-15
2016-10-27 10:30:00,1.0356281e-13,3.482494e-14,2.3602143e-19,2.1359067e-20,3.1441364e-20,1.0669777e-19,8.868019e-19,4.965809e-20,1.20217785e-14
2016-10-27 11:30:00,1.3253726e-13,4.1484774e-14,1.8238981e-19,2.8689984e-20,4.000389e-21,3.0108104e-20,3.563921e-19,1.6341557e-20,1.4865067e-14
2016-10-27 12:30:00,1.5281071e-13,4.4390517e-14,1.1258044e-19,3.140297e-20,3.7145812e-22,3.4018473e-21,1.3359392e-19,3.5329457e-21,1.6433215e-14
2016-10-27 13:30:00,1.6179725e-13,4.3762855e-14,5.56559e-20,2.9651268e-20,1.0588595e-22,2.9153696e-22,8.5294167e-20,9.041093e-22,1.6597458e-14
2016-10-27 14:30:00,1.5905388e-13,4.0429492e-14,3.373199e-20,2.5905284e-20,1.3640165e-22,8.1955296e-23,7.43811e-20,7.47531e-22,1.5619879e-14
2016-10-27 15:30:00,1.440138e-13,3.4810455e-14,2.4781888e-20,2.0926164e-20,2.7404833e-22,1.1334292e-22,6.5291744e-20,1.3079986e-21,1.3662703e-14
2016-10-27 16:30:00,1.1851895e-13,2.7760653e-14,1.938514e-20,1.4695169e-20,3.2636958e-22,1.1756443e-22,5.3314146e-20,1.596205e-21,1.1020803e-14
2016-10-27 17:30:00,8.3762004e-14,1.9965161e-14,1.9769348e-20,8.109991e-21,6.087001e-22,1.8950535e-22,4.1698178e-20,3.0642512e-21,7.889491e-15
2016-10-27 18:30:00,4.3606134e-14,1.2988119e-14,1.4856713e-19,2.3412877e-21,5.924232e-22,2.4373843e-22,3.4195818e-20,3.806698e-21,4.639906e-15
2016-10-27 19:30:00,7.373135e-15,1.0547193e-14,2.7134308e-18,8.915939e-23,7.9480866e-23,7.6660405e-23,2.9752675e-20,2.3179465e-22,2.8702232e-15
2016-10-27 20:30:00,2.3256982e-15,1.0022171e-14,8.4888285e-18,2.5902811e-23,5.702194e-23,6.964238e-23,3.0738633e-20,4.9750236e-31,2.4554013e-15
2016-10-27 21:30:00,1.4860052e-15,9.238349e-15,1.5206164e-17,2.6559763e-23,1.05626613e-22,1.3894995e-22,3.6275573e-20,1.540212e-39,2.1947985e-15
2016-10-27 22:30:00,1.2894678e-15,8.400939e-15,2.033565e-17,2.8914002e-23,2.120912e-22,3.043964e-22,5.3376055e-20,0.0,1.9946184e-15
2016-10-27 23:30:00,1.219253e-15,7.620999e-15,2.3790543e-17,3.17038e-23,3.586946e-22,5.412507e-22,9.0094095e-20,0.0,1.8295736e-15
2016-10-28 00:30:00,1.1792102e-15,6.936179e-15,2.7642315e-17,3.4662643e-23,5.0260986e-22,7.739465e-22,1.4968173e-19,0.0,1.6938254e-15
2016-10-28 01:30:00,1.1528008e-15,6.339172e-15,3.3267993e-17,3.7593157e-23,6.7776137e-22,1.0509245e-21,2.3654985e-19,0.0,1.5834123e-15
2016-10-28 02:30:00,1.1321345e-15,5.8195733e-15,4.0611203e-17,4.1094437e-23,1.3385894e-21,2.0924628e-21,3.5469688e-19,0.0,1.494171e-15
2016-10-28 03:30:00,1.1159231e-15,5.367883e-15,4.8842613e-17,4.431268e-23,1.9732583e-21,3.0832663e-21,4.979407e-19,0.0,1.42224e-15
2016-10-28 04:30:00,1.1047066e-15,4.9807443e-15,5.689354e-17,4.8399826e-23,2.4908607e-21,3.8812728e-21,6.8777757e-19,0.0,1.3632046e-15
2016-10-28 05:30:00,1.0956061e-15,4.6433393e-15,6.417843e-17,5.281499e-23,2.9820027e-21,4.6329586e-21,8.904966e-19,0.0,1.3145697e-15
2016-10-28 06:30:00,1.0890033e-15,4.347149e-15,7.079332e-17,5.819122e-23,3.4447783e-21,5.337981e-21,1.1148434e-18,0.0,1.2747125e-15
2016-10-28 07:30:00,1.0972524e-15,4.097557e-15,7.7627804e-17,6.729693e-23,3.970277e-21,6.2019466e-21,1.3746629e-18,3.8668848e-23,1.2416971e-15
2016-10-28 08:30:00,2.1454841e-14,4.8304184e-15,2.7553399e-18,2.9018885e-21,1.1048748e-19,1.8679619e-19,7.342304e-18,1.7851526e-19,1.9345061e-15
2016-10-28 09:30:00,5.1362692e-14,8.124989e-15,1.2531762e-18,2.0779507e-20,3.7160608e-19,7.8758286e-19,1.456583e-17,5.3793277e-19,4.383222e-15
2016-10-28 10:30:00,8.616555e-14,1.25293546e-14,1.0561693e-18,5.5634255e-20,2.3080278e-19,7.209202e-19,1.1568746e-17,4.6864595e-19,7.222514e-15
2016-10-28 11:30:00,1.1700549e-13,1.5897421e-14,7.136609e-19,9.352307e-20,4.080389e-20,2.5043614e-19,4.506632e-18,1.7667965e-19,9.536303e-15
2016-10-28 12:30:00,1.3978689e-13,1.783009e-14,4.05052e-19,1.2302396e-19,3.8575822e-21,3.750121e-20,1.2519176e-18,4.0934945e-20,1.0979796e-14
2016-10-28 13:30:00,1.499113e-13,1.819937e-14,2.3659785e-19,1.3836169e-19,9.785793e-22,4.2021534e-21,4.935039e-19,9.53196e-21,1.1333618e-14
2016-10-28 14:30:00,1.4768669e-13,1.7298654e-14,1.6498678e-19,1.4369089e-19,1.1131197e-21,8.503188e-22,3.6664452e-19,5.2764054e-21,1.0798744e-14
2016-10-28 15:30:00,1.3324139e-13,1.5299915e-14,1.3610107e-19,1.31751e-19,2.171122e-21,8.202423e-22,3.3993385e-19,8.294914e-21,9.501265e-15
2016-10-28 16:30:00,1.06659514e-13,1.22564854e-14,1.2805862e-19,1.0451528e-19,4.9018533e-21,1.5024493e-21,3.1554032e-19,1.9275851e-20,7.511071e-15
2016-10-28 17:30:00,7.1942865e-14,8.659802e-15,2.512082e-19,6.2498484e-20,1.0138816e-20,2.9358878e-21,3.1459281e-19,4.7862783e-20,5.1053683e-15
2016-10-28 18:30:00,3.63813e-14,5.4444e-15,3.6913088e-18,1.9214128e-20,9.078632e-21,3.606568e-21,3.9958684e-19,6.3550025e-20,2.7366876e-15
2016-10-28 19:30:00,8.156786e-15,4.673896e-15,1.5564643e-16,7.3759035e-22,2.058145e-21,2.3281346e-21,4.8173205e-19,5.278247e-21,1.6914989e-15
2016-10-28 20:30:00,2.366833e-15,4.876834e-15,6.2330936e-16,2.7749612e-22,3.538111e-21,4.9040255e-21,7.3101745e-19,1.5719944e-31,1.5019738e-15
2016-10-28 21:30:00,1.356999e-15,4.836596e-15,1.226447e-15,3.5449463e-22,9.969286e-21,1.4303048e-20,1.4985744e-18,0.0,1.3774539e-15
2016-10-28 22:30:00,1.1956481e-15,4.5917266e-15,1.6192188e-15,4.3134536e-22,1.8199016e-20,2.6435623e-20,3.0423597e-18,0.0,1.2783121e-15
2016-10-28 23:30:00,1.1488583e-15,4.2736565e-15,1.757931e-15,5.1711163e-22,2.7732254e-20,4.0625486e-20,5.56068e-18,0.0,1.2000399e-15
2016-10-29 00:30:00,1.1221928e-15,3.9564113e-15,1.7022085e-15,6.0413604e-22,3.7442618e-20,5.519521e-20,9.115591e-18,0.0,1.1404939e-15
2016-10-29 01:30:00,1.1005004e-15,3.6610344e-15,1.5241285e-15,6.894605e-22,4.682221e-20,6.935797e-20,1.3669304e-17,0.0,1.0951715e-15
2016-10-29 02:30:00,1.0839597e-15,3.3998801e-15,1.302552e-15,7.8545636e-22,5.620112e-20,8.358656e-20,1.9221735e-17,0.0,1.062035e-15
2016-10-29 03:30:00,1.0721579e-15,3.1805977e-15,1.0872536e-15,8.820038e-22,6.511027e-20,9.714875e-20,2.5720911e-17,0.0,1.039497e-15
2016-10-29 04:30:00,1.0659393e-15,2.997174e-15,8.93994e-16,9.733445e-22,7.413166e-20,1.1089384e-19,3.3120815e-17,0.0,1.0247875e-15
2016-10-29 05:30:00,1.0623778e-15,2.8457071e-15,7.307419e-16,1.0771963e-21,8.353777e-20,1.2525638e-19,4.1386807e-17,0.0,1.0163618e-15
2016-10-29 06:30:00,1.0561032e-15,2.7239519e-15,5.950513e-16,1.1856511e-21,9.287921e-20,1.3955934e-19,5.0467378e-17,0.0,1.0133856e-15
2016-10-29 07:30:00,1.0633125e-15,2.6340802e-15,4.7796036e-16,1.3053125e-21,1.05041495e-19,1.5821042e-19,6.056574e-17,1.0551317e-21,1.0147058e-15
2016-10-29 08:30:00,2.1530341e-14,3.5477888e-15,1.6022e-17,6.20321e-20,4.21301e-18,7.062844e-18,2.710787e-16,5.5461364e-18,1.6102883e-15
2016-10-29 09:30:00,5.1676575e-14,6.659919e-15,2.894934e-17,4.2423656e-19,1.4601936e-17,3.2116336e-17,4.7844015e-16,1.5258442e-17,3.9154322e-15
