datetime,Dry mixing ratio of species ATO2 (mol mol-1 dry),Dry mixing ratio of species A3O2 (mol mol-1 dry),Dry mixing ratio of species IDHNBOO (mol mol-1 dry),Dry mixing ratio of species ICHOO (mol mol-1 dry),Dry mixing ratio of species IDHNDOO2 (mol mol-1 dry),Dry mixing ratio of species IDHNDOO1 (mol mol-1 dry),Dry mixing ratio of species ICNOO (mol mol-1 dry),Dry mixing ratio of species C4HVP1 (mol mol-1 dry),Dry mixing ratio of species BRO2 (mol mol-1 dry)
2017-02-21 07:30:00,1.5983573e-15,2.85855e-14,7.7926655e-16,1.0966168e-21,5.905546e-20,8.740699e-20,1.7885997e-17,1.747826e-21,4.995637e-15
2017-02-21 08:30:00,2.25792e-14,4.6751306e-14,2.308054e-17,2.7540413e-20,1.1881121e-18,1.9564536e-18,7.143013e-17,3.242583e-18,1.01334245e-14
2017-02-21 09:30:00,5.0099786e-14,6.326696e-14,8.329473e-18,1.3883341e-19,2.9728065e-18,6.526651e-18,9.3752254e-17,6.4097233e-18,1.8882733e-14
2017-02-21 10:30:00,7.585749e-14,8.8187595e-14,6.6944186e-18,2.4851197e-19,1.4895374e-18,4.8579656e-18,4.5928274e-17,3.0754497e-18,2.7799308e-14
2017-02-21 11:30:00,9.738229e-14,1.0975507e-13,4.1366136e-18,3.125967e-19,2.6926114e-19,1.4874428e-18,1.3484375e-17,7.8398814e-19,3.49836e-14
2017-02-21 12:30:00,1.1298744e-13,1.2494201e-13,2.135863e-18,3.2638303e-19,2.3793508e-20,2.5440472e-19,3.3592177e-18,1.4144945e-19,3.9392348e-14
2017-02-21 13:30:00,1.2076401e-13,1.3195146e-13,1.0397115e-18,2.9082843e-19,2.1071562e-21,3.022676e-20,1.2865262e-18,2.312127e-20,4.069085e-14
2017-02-21 14:30:00,1.1995321e-13,1.3044161e-13,5.443875e-19,2.2228421e-19,1.0662563e-21,3.7797994e-21,8.370477e-19,6.2394585e-21,3.919695e-14
2017-02-21 15:30:00,1.1017146e-13,1.2048792e-13,3.2236216e-19,1.5638366e-19,1.7613444e-21,1.1671462e-21,6.283548e-19,5.8021695e-21,3.526865e-14
2017-02-21 16:30:00,9.204242e-14,1.0318136e-13,2.0391008e-19,1.00097456e-19,3.196336e-21,1.2427307e-21,4.609296e-19,9.536886e-21,2.933024e-14
2017-02-21 17:30:00,6.716156e-14,8.096684e-14,1.4909517e-19,5.3600897e-20,5.8430346e-21,1.8059602e-21,3.1977021e-19,1.8655362e-20,2.2018084e-14
2017-02-21 18:30:00,3.6890965e-14,6.0439026e-14,3.736947e-19,1.6098297e-20,5.6597604e-21,1.6494005e-21,2.3016282e-19,2.3281414e-20,1.4457018e-14
2017-02-21 19:30:00,7.129195e-15,4.9869444e-14,1.5333644e-17,8.684774e-22,1.1641797e-21,1.4054746e-21,2.182774e-19,2.482084e-21,9.532493e-15
2017-02-21 20:30:00,3.008064e-15,4.518576e-14,9.4975065e-17,3.943534e-22,2.0150843e-21,2.704035e-21,2.64569e-19,0.0,8.103894e-15
2017-02-21 21:30:00,2.4099244e-15,4.2361016e-14,2.1738432e-16,4.1743598e-22,5.212774e-21,7.346199e-21,4.6187005e-19,0.0,7.227431e-15
2017-02-21 22:30:00,2.281451e-15,4.066393e-14,3.319979e-16,4.521036e-22,9.614051e-21,1.380799e-20,8.749531e-19,0.0,6.6297353e-15
2017-02-21 23:30:00,2.236563e-15,3.972909e-14,4.8074763e-16,4.861331e-22,1.4910145e-20,2.1666765e-20,1.5279656e-18,0.0,6.221204e-15
2017-02-22 00:30:00,2.2140355e-15,3.9243497e-14,6.936525e-16,5.3642814e-22,2.110162e-20,3.0888268e-20,2.4429034e-18,0.0,5.948526e-15
2017-02-22 01:30:00,2.1959668e-15,3.8953768e-14,9.102125e-16,6.1193806e-22,2.716946e-20,3.991401e-20,3.6056257e-18,0.0,5.7725287e-15
2017-02-22 02:30:00,2.184565e-15,3.878321e-14,1.0593791e-15,6.9135543e-22,3.6268448e-20,5.399181e-20,4.976532e-18,0.0,5.6653456e-15
2017-02-22 03:30:00,2.1775362e-15,3.8672468e-14,1.1172736e-15,7.6887685e-22,4.1713862e-20,6.22458e-20,6.6796956e-18,0.0,5.6067974e-15
2017-02-22 04:30:00,2.1733203e-15,3.858013e-14,1.0878345e-15,8.4459644e-22,4.6392047e-20,6.925878e-20,8.5877494e-18,0.0,5.582126e-15
2017-02-22 05:30:00,2.1747662e-15,3.8507886e-14,9.942369e-16,9.149846e-22,4.797071e-20,7.138794e-20,1.0565357e-17,0.0,5.58186e-15
2017-02-22 06:30:00,2.179152e-15,3.846512e-14,8.664315e-16,9.840387e-22,4.845207e-20,7.2213514e-20,1.2536909e-17,0.0,5.599023e-15
2017-02-22 07:30:00,2.2222058e-15,3.8671716e-14,7.231596e-16,1.0608557e-21,4.8536076e-20,7.207202e-20,1.4453707e-17,1.1866668e-21,5.6347376e-15
2017-02-22 08:30:00,2.342451e-14,5.5150668e-14,2.0470151e-17,2.0213016e-20,6.9628e-19,1.1375715e-18,4.0042477e-17,1.749862e-18,1.0487503e-14
2017-02-22 09:30:00,5.1947135e-14,6.87308e-14,5.130942e-18,1.00862404e-19,1.7585219e-18,3.761809e-18,4.807636e-17,3.2360182e-18,1.8973452e-14
2017-02-22 10:30:00,7.875117e-14,9.204638e-14,4.0557323e-18,1.8093954e-19,9.529826e-19,2.9784669e-18,2.3811036e-17,1.6444718e-18,2.7546008e-14
2017-02-22 11:30:00,1.01210076e-13,1.12604275e-13,2.5678391e-18,2.289526e-19,1.7688933e-19,1.0048538e-18,7.398719e-18,4.40476e-19,3.4420404e-14
2017-02-22 12:30:00,1.1745069e-13,1.2687044e-13,1.3877855e-18,2.3928218e-19,1.9054197e-20,1.9136752e-19,2.112375e-18,8.543417e-20,3.857566e-14
2017-02-22 13:30:00,1.2552334e-13,1.3333105e-13,7.239019e-19,2.0115545e-19,3.1389055e-21,2.5476017e-20,9.565187e-19,1.6756201e-20,3.9712523e-14
2017-02-22 14:30:00,1.2448498e-13,1.3128713e-13,3.951775e-19,1.5732361e-19,2.9891147e-21,4.505057e-21,6.9191213e-19,9.4160215e-21,3.8123554e-14
2017-02-22 15:30:00,1.1438222e-13,1.2142736e-13,2.5272219e-19,1.1769289e-19,4.9996816e-21,2.6882294e-21,5.547011e-19,1.3634247e-20,3.430798e-14
2017-02-22 16:30:00,9.572018e-14,1.0496008e-13,1.885343e-19,8.361647e-20,9.8428136e-21,3.8810503e-21,4.4072953e-19,2.6534831e-20,2.866603e-14
2017-02-22 17:30:00,6.9785445e-14,8.440365e-14,2.1100228e-19,5.1673482e-20,1.8215953e-20,6.037948e-21,3.5019374e-19,5.4359156e-20,2.1723962e-14
2017-02-22 18:30:00,3.7340638e-14,6.773757e-14,1.4113515e-18,1.7718965e-20,1.7638024e-20,5.6041527e-21,3.088681e-19,6.564843e-20,1.4442879e-14
2017-02-22 19:30:00,7.293026e-15,5.5532276e-14,5.636533e-17,1.2993936e-21,4.03627e-21,4.351809e-21,3.114585e-19,7.075479e-21,9.8708044e-15
2017-02-22 20:30:00,3.2425823e-15,4.8805205e-14,3.0015822e-16,7.5607034e-22,7.348029e-21,9.547423e-21,5.364416e-19,0.0,8.38796e-15
2017-02-22 21:30:00,2.6578285e-15,4.488798e-14,6.037878e-16,8.990213e-22,1.8975417e-20,2.626673e-20,1.3711197e-18,0.0,7.477806e-15
2017-02-22 22:30:00,2.4984139e-15,4.2476127e-14,7.983004e-16,1.0785928e-21,3.580456e-20,5.0923823e-20,3.1439849e-18,0.0,6.8591072e-15
2017-02-22 23:30:00,2.4174255e-15,4.0920202e-14,9.150203e-16,1.2736446e-21,5.432615e-20,7.831566e-20,5.9846464e-18,0.0,6.431689e-15
2017-02-23 00:30:00,2.5538285e-15,4.0681993e-14,1.0749611e-15,1.502512e-21,6.4380966e-20,9.28604e-20,9.240282e-18,0.0,6.1347513e-15
2017-02-23 01:30:00,2.5224177e-15,4.0097323e-14,1.2279154e-15,1.7285688e-21,7.8812315e-20,1.1429109e-19,1.3412871e-17,0.0,5.938441e-15
2017-02-23 02:30:00,2.4727738e-15,3.9473077e-14,1.2875836e-15,2.003414e-21,9.061856e-20,1.3159888e-19,1.8408749e-17,0.0,5.809247e-15
2017-02-23 03:30:00,2.4264781e-15,3.8902482e-14,1.2628794e-15,2.3085434e-21,1.0081978e-19,1.4623257e-19,2.4078041e-17,0.0,5.725283e-15
2017-02-23 04:30:00,2.3861414e-15,3.8429312e-14,1.1751631e-15,2.6668767e-21,1.1033296e-19,1.6042597e-19,3.0434132e-17,0.0,5.675209e-15
2017-02-23 05:30:00,2.347506e-15,3.8033704e-14,1.03743e-15,3.049216e-21,1.1864077e-19,1.7260004e-19,3.7667585e-17,0.0,5.648049e-15
2017-02-23 06:30:00,2.244809e-15,3.7308677e-14,8.7523554e-16,3.410552e-21,1.2339551e-19,1.7954879e-19,4.6035483e-17,0.0,5.630172e-15
2017-02-23 07:30:00,2.1917642e-15,3.6813363e-14,6.993042e-16,3.955005e-21,1.336682e-19,1.9463274e-19,5.606009e-17,5.993969e-21,5.6335433e-15
2017-02-23 08:30:00,2.3235721e-14,6.254652e-14,3.1922505e-17,7.6622244e-20,2.1233437e-18,3.3623523e-18,1.9971004e-16,9.092853e-18,1.0210411e-14
2017-02-23 09:30:00,5.2107407e-14,7.2336695e-14,1.4557204e-17,3.7786634e-19,6.4663984e-18,1.3019423e-17,3.14961e-16,2.0527025e-17,1.8522759e-14
2017-02-23 10:30:00,7.804934e-14,9.257166e-14,1.3339479e-17,6.291823e-19,4.4680322e-18,1.2850631e-17,1.718019e-16,1.2007896e-17,2.6327127e-14
2017-02-23 11:30:00,9.960385e-14,1.1138048e-13,9.439543e-18,7.460292e-19,1.132929e-18,5.3242787e-18,5.376252e-17,3.5143806e-18,3.2572195e-14
2017-02-23 12:30:00,1.1649786e-13,1.2359807e-13,6.114191e-18,8.2904833e-19,1.6488748e-19,1.3586421e-18,1.2607024e-17,7.124457e-19,3.6513303e-14
2017-02-23 13:30:00,1.239056e-13,1.2917511e-13,3.4672663e-18,7.503256e-19,2.0406547e-20,2.4063255e-19,3.971229e-18,1.29525e-19,3.747188e-14
2017-02-23 14:30:00,1.2249246e-13,1.2688009e-13,2.0142042e-18,6.103636e-19,7.962101e-21,4.253445e-20,2.411313e-18,3.723499e-20,3.594711e-14
2017-02-23 15:30:00,1.11468445e-13,1.1833573e-13,1.2021217e-18,4.462587e-19,1.2218518e-20,1.3358097e-20,1.8428904e-18,3.6681628e-20,3.2372705e-14
2017-02-23 16:30:00,9.3094566e-14,1.0362545e-13,8.3388434e-19,3.0661497e-19,2.2361028e-20,1.1165679e-20,1.4810699e-18,6.2594036e-20,2.7154104e-14
2017-02-23 17:30:00,6.8045836e-14,8.487693e-14,7.5614493e-19,1.7382726e-19,3.8146197e-20,1.3513336e-20,1.1781886e-18,1.1777652e-19,2.0800032e-14
2017-02-23 18:30:00,3.667755e-14,7.090753e-14,3.30194e-18,5.3668254e-20,3.449173e-20,1.119602e-20,9.777491e-19,1.400684e-19,1.413401e-14
2017-02-23 19:30:00,6.9807136e-15,5.600764e-14,1.2426496e-16,3.5186506e-21,7.901401e-21,7.320771e-21,9.27394e-19,1.6210733e-20,9.798959e-15
2017-02-23 20:30:00,2.9501757e-15,4.748363e-14,6.0404397e-16,1.8016751e-21,1.399754e-20,1.7803014e-20,1.3530816e-18,1.209167e-29,8.340671e-15
2017-02-23 21:30:00,2.3478085e-15,4.2650413e-14,1.1855115e-15,1.9880815e-21,3.5406096e-20,4.8704595e-20,2.9624498e-18,0.0,7.42376e-15
2017-02-23 22:30:00,2.1620126e-15,3.9686323e-14,1.4777108e-15,2.2461744e-21,6.435281e-20,9.118661e-20,6.3004275e-18,0.0,6.779474e-15
2017-02-23 23:30:00,2.056271e-15,3.7751005e-14,1.471807e-15,2.5742414e-21,9.679425e-20,1.3930639e-19,1.1694827e-17,0.0,6.3134185e-15
2017-02-24 00:30:00,1.9812236e-15,3.64054e-14,1.269437e-15,2.9520347e-21,1.2715573e-19,1.8443857e-19,1.9117949e-17,0.0,5.9732768e-15
2017-02-24 01:30:00,1.921189e-15,3.537881e-14,1.0043551e-15,3.3540558e-21,1.517946e-19,2.2131869e-19,2.8151e-17,0.0,5.723836e-15
2017-02-24 02:30:00,1.8713308e-15,3.4554228e-14,7.6171963e-16,3.808732e-21,1.7290024e-19,2.5316232e-19,3.8498498e-17,0.0,5.5417046e-15
2017-02-24 03:30:00,1.974703e-15,3.4773376e-14,5.673548e-16,4.7804763e-21,1.9696748e-19,2.8808348e-19,4.9933797e-17,0.0,5.4127773e-15
2017-02-24 04:30:00,1.9614215e-15,3.473535e-14,4.2488464e-16,5.2400143e-21,2.14147e-19,3.137136e-19,6.2669294e-17,0.0,5.322023e-15
2017-02-24 05:30:00,1.933403e-15,3.459531e-14,3.1595147e-16,5.7751077e-21,2.322765e-19,3.4069421e-19,7.6822924e-17,0.0,5.2582175e-15
2017-02-24 06:30:00,1.9008076e-15,3.4442308e-14,2.3321048e-16,6.402731e-21,2.53904e-19,3.7269214e-19,9.2678414e-17,0.0,5.215201e-15
2017-02-24 07:30:00,1.909866e-15,3.454487e-14,1.7035605e-16,7.246436e-21,2.8269986e-19,4.150888e-19,1.10741544e-16,1.7336103e-20,5.1961698e-15
2017-02-24 08:30:00,2.468081e-14,6.300235e-14,2.3023798e-17,1.7852275e-19,6.0001357e-18,9.596059e-18,4.4000302e-16,2.266767e-17,1.01023375e-14
2017-02-24 09:30:00,5.5530318e-14,7.296322e-14,2.7967026e-17,9.346335e-19,1.9076305e-17,3.9454358e-17,6.6960384e-16,4.8670242e-17,1.8254448e-14
2017-02-24 10:30:00,8.2669826e-14,9.587917e-14,2.7412853e-17,1.6482629e-18,1.2787022e-17,3.8044647e-17,3.4604642e-16,2.5079794e-17,2.5948692e-14
2017-02-24 11:30:00,1.0567345e-13,1.1715214e-13,2.1622233e-17,2.1845155e-18,3.6498195e-18,1.7923715e-17,1.1295441e-16,7.292956e-18,3.2283072e-14
2017-02-24 12:30:00,1.2162402e-13,1.3326745e-13,1.3349049e-17,2.3248401e-18,4.652051e-19,4.5698606e-18,2.830086e-17,1.4573357e-18,3.6249493e-14
2017-02-24 13:30:00,1.2960347e-13,1.4168071e-13,7.797334e-18,2.148945e-18,5.1072357e-20,8.321758e-19,9.548029e-18,2.7205226e-19,3.7610136e-14
2017-02-24 14:30:00,1.2891387e-13,1.4143243e-13,4.9191666e-18,1.8059092e-18,1.6134507e-20,1.4855166e-19,6.0961768e-18,7.445631e-20,3.6546717e-14
2017-02-24 15:30:00,1.1725316e-13,1.3105071e-13,3.2691237e-18,1.355014e-18,1.6912717e-20,3.7074962e-20,5.017347e-18,5.457698e-20,3.2883005e-14
2017-02-24 16:30:00,9.7620507e-14,1.1453021e-13,2.306776e-18,8.94094e-19,2.4219304e-20,1.8055072e-20,4.157978e-18,7.343326e-20,2.763513e-14
2017-02-24 17:30:00,7.064732e-14,9.450632e-14,1.8018095e-18,4.6195514e-19,3.7482497e-20,1.5966387e-20,3.251539e-18,1.2614495e-19,2.1152674e-14
2017-02-24 18:30:00,3.5315453e-14,8.070809e-14,5.1101353e-18,1.1184785e-19,2.940117e-20,1.15670085e-20,2.4365937e-18,1.308081e-19,1.401977e-14
2017-02-24 19:30:00,6.4225536e-15,6.030612e-14,1.1957998e-16,6.3557287e-21,6.432235e-21,5.7446732e-21,2.158448e-18,1.4989834e-20,1.0067756e-14
2017-02-24 20:30:00,2.4568754e-15,4.844015e-14,4.66439e-16,2.5773058e-21,9.282734e-21,1.1657896e-20,2.3323757e-18,0.0,8.682662e-15
2017-02-24 21:30:00,1.8780688e-15,4.1746032e-14,8.523247e-16,2.4589436e-21,2.1688265e-20,2.9822423e-20,3.2417456e-18,0.0,7.763118e-15
2017-02-24 22:30:00,1.7287626e-15,3.7696297e-14,1.0598262e-15,2.444941e-21,3.793543e-20,5.3963118e-20,5.1595556e-18,0.0,7.0808338e-15
2017-02-24 23:30:00,1.6602973e-15,3.5143492e-14,1.0821984e-15,2.4503142e-21,5.444936e-20,7.8823184e-20,8.179242e-18,0.0,6.557023e-15
2017-02-25 00:30:00,1.61797e-15,3.345578e-14,9.662737e-16,2.4833578e-21,6.8770555e-20,1.0074366e-19,1.2270185e-17,0.0,6.151469e-15
2017-02-25 01:30:00,1.5855004e-15,3.2249573e-14,7.9083776e-16,2.5567739e-21,7.9613924e-20,1.17499e-19,1.7209646e-17,0.0,5.837582e-15
2017-02-25 02:30:00,1.5613322e-15,3.1352664e-14,6.155715e-16,2.6451453e-21,8.569067e-20,1.2700912e-19,2.2745257e-17,0.0,5.594942e-15
2017-02-25 03:30:00,1.5431752e-15,3.067278e-14,4.6616707e-16,2.7507372e-21,8.908224e-20,1.3218216e-19,2.8590495e-17,0.0,5.4077603e-15
2017-02-25 04:30:00,1.53221e-15,3.0176836e-14,3.4753447e-16,2.8591427e-21,9.0960076e-20,1.3499063e-19,3.4557608e-17,0.0,5.263777e-15
2017-02-25 05:30:00,1.5233458e-15,2.9811863e-14,2.5677936e-16,2.9563033e-21,9.168291e-20,1.3601306e-19,4.0477746e-17,0.0,5.154104e-15
2017-02-25 06:30:00,1.5135791e-15,2.9557618e-14,1.8875164e-16,3.0426011e-21,9.187911e-20,1.3621302e-19,4.6228385e-17,0.0,5.0710092e-15
2017-02-25 07:30:00,1.5604613e-15,2.9827825e-14,1.3758995e-16,3.182596e-21,9.3442846e-20,1.38407e-19,5.187624e-17,7.4479124e-21,5.0129307e-15
2017-02-25 08:30:00,2.448747e-14,5.738049e-14,8.4345316e-18,8.427794e-20,2.0654247e-18,3.3615218e-18,1.6210158e-16,7.919743e-18,8.941348e-15
2017-02-25 09:30:00,5.433216e-14,6.7063474e-14,8.652922e-18,4.098202e-19,5.7771448e-18,1.2300988e-17,2.0875409e-16,1.5042094e-17,1.641709e-14
2017-02-25 10:30:00,8.123863e-14,8.8344086e-14,7.760971e-18,6.5839984e-19,3.3432583e-18,1.0350868e-17,9.875043e-17,6.817491e-18,2.3632002e-14
2017-02-25 11:30:00,1.0366555e-13,1.07566035e-13,5.366555e-18,7.6163187e-19,7.47451e-19,3.7329077e-18,2.8844757e-17,1.7528408e-18,2.9412823e-14
2017-02-25 12:30:00,1.1961135e-13,1.2097338e-13,3.2457984e-18,7.6543494e-19,9.9261305e-20,8.831284e-19,7.182744e-18,3.3731846e-19,3.2924116e-14
2017-02-25 13:30:00,1.27295e-13,1.2754824e-13,1.9504536e-18,6.855529e-19,1.7292434e-20,1.789218e-19,2.7576558e-18,7.1579706e-20,3.3996924e-14
2017-02-25 14:30:00,1.260238e-13,1.2646947e-13,1.2423047e-18,5.6560227e-19,1.2515575e-20,4.0138403e-20,1.8644333e-18,3.601963e-20,3.284077e-14
2017-02-25 15:30:00,1.1533665e-13,1.1774167e-13,8.5485104e-19,4.361063e-19,1.9901809e-20,1.7585351e-20,1.5070409e-18,4.848069e-20,2.9653e-14
2017-02-25 16:30:00,9.5859484e-14,1.0189212e-13,6.5077845e-19,3.0796017e-19,3.4995165e-20,1.650053e-20,1.2144865e-18,8.4941045e-20,2.4742398e-14
2017-02-25 17:30:00,6.942924e-14,8.1945945e-14,6.9446295e-19,1.8245296e-19,6.321761e-20,2.063052e-20,9.726955e-19,1.701448e-19,1.860155e-14
2017-02-25 18:30:00,3.796997e-14,6.6517104e-14,3.4517864e-18,6.0539514e-20,5.8330386e-20,1.586428e-20,8.572106e-19,2.2288632e-19,1.2302045e-14
2017-02-25 19:30:00,6.767338e-15,5.019268e-14,1.7926763e-16,3.2788375e-21,1.0423554e-20,8.09263e-21,8.77375e-19,2.6412512e-20,8.771612e-15
2017-02-25 20:30:00,2.3224352e-15,4.067804e-14,8.2484667e-16,1.3751009e-21,1.5150081e-20,1.8780532e-20,1.3557866e-18,0.0,7.69843e-15
2017-02-25 21:30:00,1.6701158e-15,3.517381e-14,1.6543045e-15,1.4867601e-21,3.828458e-20,5.2676083e-20,3.083994e-18,0.0,6.9693896e-15
2017-02-25 22:30:00,1.5032667e-15,3.176258e-14,2.109252e-15,1.6661587e-21,6.800254e-20,9.648638e-20,6.6199165e-18,0.0,6.4119848e-15
2017-02-25 23:30:00,1.4217603e-15,2.9560254e-14,2.1954433e-15,1.8551104e-21,9.7318755e-20,1.4007785e-19,1.20813045e-17,0.0,5.9741386e-15
2017-02-26 00:30:00,1.3666932e-15,2.8066455e-14,2.0244805e-15,2.0541809e-21,1.2145472e-19,1.7619955e-19,1.9243788e-17,0.0,5.6289617e-15
2017-02-26 01:30:00,1.3201824e-15,2.6953698e-14,1.7162663e-15,2.263913e-21,1.3673359e-19,1.9948396e-19,2.7605939e-17,0.0,5.3579814e-15
2017-02-26 02:30:00,1.2810807e-15,2.6084491e-14,1.3841745e-15,2.4866855e-21,1.4448612e-19,2.1147119e-19,3.6751582e-17,0.0,5.1454965e-15
2017-02-26 03:30:00,1.2466728e-15,2.5379154e-14,1.0862899e-15,2.7006534e-21,1.4668064e-19,2.1504143e-19,4.622837e-17,0.0,4.9781367e-15
2017-02-26 04:30:00,1.2140545e-15,2.4786388e-14,8.409285e-16,2.8837824e-21,1.4413833e-19,2.1150624e-19,5.5636367e-17,0.0,4.845798e-15
2017-02-26 05:30:00,1.1840653e-15,2.429241e-14,6.4693137e-16,3.0487815e-21,1.3948387e-19,2.0470105e-19,6.477291e-17,0.0,4.7406698e-15
2017-02-26 06:30:00,1.1579764e-15,2.3896632e-14,4.964095e-16,3.193103e-21,1.3394025e-19,1.9656392e-19,7.350935e-17,0.0,4.6573476e-15
2017-02-26 07:30:00,1.1914363e-15,2.406637e-14,3.780511e-16,3.396459e-21,1.3111816e-19,1.9239007e-19,8.202147e-17,1.3701815e-20,4.5922073e-15
2017-02-26 08:30:00,2.3951517e-14,5.4543755e-14,1.4403246e-17,1.1456674e-19,3.500134e-18,5.7004904e-18,2.762959e-16,1.4132791e-17,8.066539e-15
2017-02-26 09:30:00,5.1522964e-14,6.3526644e-14,1.4702404e-17,5.287732e-19,9.291476e-18,1.9518733e-17,3.675525e-16,2.6493493e-17,1.5399001e-14
2017-02-26 10:30:00,7.865192e-14,8.397973e-14,1.3297552e-17,8.845647e-19,5.7087957e-18,1.71031e-17,1.8584273e-16,1.27644755e-17,2.2964503e-14
2017-02-26 11:30:00,1.01515333e-13,1.02737866e-13,9.323838e-18,1.0942948e-18,1.3751013e-18,6.6407247e-18,5.6376084e-17,3.4093448e-18,2.9008317e-14
2017-02-26 12:30:00,1.1784296e-13,1.1609303e-13,5.767214e-18,1.1639621e-18,1.8202274e-19,1.7642507e-18,1.389725e-17,6.647511e-19,3.262523e-14
2017-02-26 13:30:00,1.2567359e-13,1.2249311e-13,3.4712407e-18,1.0718829e-18,2.4567738e-20,3.85473e-19,4.842352e-18,1.2766901e-19,3.3667408e-14
2017-02-26 14:30:00,1.2437086e-13,1.2150075e-13,2.190924e-18,8.88935e-19,1.1971381e-20,7.6381e-20,3.0585535e-18,4.784202e-20,3.244891e-14
2017-02-26 15:30:00,1.1333494e-13,1.1286165e-13,1.4513144e-18,6.7012026e-19,1.5921257e-20,2.1865145e-20,2.3855099e-18,5.1381687e-20,2.9157337e-14
2017-02-26 16:30:00,9.3742674e-14,9.822814e-14,9.950665e-19,4.480419e-19,2.5114588e-20,1.3571619e-20,1.834406e-18,8.0031495e-20,2.4255126e-14
2017-02-26 17:30:00,6.743365e-14,8.0760465e-14,8.517284e-19,2.4282352e-19,4.26084e-20,1.4095211e-20,1.3565397e-18,1.5475249e-19,1.8267492e-14
2017-02-26 18:30:00,3.614446e-14,7.119437e-14,3.4543635e-18,7.187059e-20,3.654319e-20,1.0953657e-20,1.0745235e-18,2.119666e-19,1.2351159e-14
2017-02-26 19:30:00,6.1517326e-15,5.3347616e-14,1.1734674e-16,3.7448474e-21,6.596119e-21,5.5132226e-21,1.0112625e-18,2.677732e-20,8.910511e-15
2017-02-26 20:30:00,1.9622024e-15,4.039706e-14,5.107602e-16,1.3180568e-21,8.677098e-21,1.10504415e-20,1.2590006e-18,3.6042386e-29,7.759245e-15
2017-02-26 21:30:00,1.3646223e-15,3.3110077e-14,1.0767053e-15,1.2984433e-21,2.1645144e-20,3.0232634e-20,2.2161718e-18,0.0,6.9911923e-15
2017-02-26 22:30:00,1.2079077e-15,2.864595e-14,1.5071934e-15,1.3784497e-21,3.8900023e-20,5.58557e-20,4.2172344e-18,0.0,6.4011347e-15
2017-02-26 23:30:00,1.1377133e-15,2.5763022e-14,1.7662317e-15,1.4881086e-21,5.700466e-20,8.281851e-20,7.407969e-18,0.0,5.921094e-15
2017-02-27 00:30:00,1.0960847e-15,2.381259e-14,1.846882e-15,1.6165389e-21,7.2685924e-20,1.06259705e-19,1.1723785e-17,0.0,5.523726e-15
2017-02-27 01:30:00,1.0644197e-15,2.239457e-14,1.7631893e-15,1.7534676e-21,8.3225175e-20,1.2208949e-19,1.6859804e-17,0.0,5.195311e-15
2017-02-27 02:30:00,1.0407141e-15,2.1306638e-14,1.5846578e-15,1.8984892e-21,8.911991e-20,1.3098927e-19,2.2491104e-17,0.0,4.9233845e-15
2017-02-27 03:30:00,1.0234969e-15,2.0433049e-14,1.3695465e-15,2.0515133e-21,9.165351e-20,1.3481735e-19,2.836308e-17,0.0,4.697183e-15
2017-02-27 04:30:00,1.0147641e-15,1.9726804e-14,1.1524347e-15,2.213249e-21,9.172921e-20,1.3497171e-19,3.4300884e-17,0.0,4.5080974e-15
2017-02-27 05:30:00,1.0090355e-15,1.9131916e-14,9.517873e-16,2.3766442e-21,9.0856905e-20,1.3372803e-19,4.0177324e-17,0.0,4.349575e-15
2017-02-27 06:30:00,1.0069124e-15,1.8625475e-14,7.7508004e-16,2.5309376e-21,8.9323745e-20,1.3148935e-19,4.589154e-17,0.0,4.2167367e-15
2017-02-27 07:30:00,1.071991e-15,1.8701144e-14,6.193106e-16,2.7595761e-21,9.017825e-20,1.327568e-19,5.1599437e-17,1.1070119e-20,4.105819e-15
2017-02-27 08:30:00,2.2796548e-14,4.855074e-14,2.041058e-17,9.8393955e-20,2.5896084e-18,4.1953538e-18,1.9442798e-16,1.0211673e-17,7.362638e-15
2017-02-27 09:30:00,4.977547e-14,5.3616793e-14,1.2409681e-17,4.6932553e-19,7.068934e-18,1.4766263e-17,2.7449453e-16,2.0139881e-17,1.392629e-14
2017-02-27 10:30:00,7.513291e-14,6.925466e-14,1.0871162e-17,7.9675846e-19,4.2026044e-18,1.26188355e-17,1.364888e-16,9.740413e-18,2.0202246e-14
2017-02-27 11:30:00,9.591105e-14,8.327563e-14,7.517342e-18,9.853474e-19,1.0147811e-18,4.9078197e-18,4.0832497e-17,2.551099e-18,2.4995488e-14
2017-02-27 12:30:00,1.1051635e-13,9.260496e-14,4.538224e-18,1.043867e-18,1.3497757e-19,1.3236331e-18,1.01173495e-17,4.921715e-19,2.7687267e-14
2017-02-27 13:30:00,1.1707924e-13,9.6097026e-14,2.6517392e-18,9.489841e-19,1.8470164e-20,3.0663735e-19,3.6456356e-18,9.59044e-20,2.8201867e-14
2017-02-27 14:30:00,1.1527407e-13,9.3680936e-14,1.6555483e-18,7.744502e-19,8.1294115e-21,6.624327e-20,2.3440526e-18,3.5028033e-20,2.6860094e-14
2017-02-27 15:30:00,1.05139117e-13,8.5739806e-14,1.0998672e-18,5.771715e-19,1.0104349e-20,1.9086264e-20,1.8398954e-18,3.5779756e-20,2.3974287e-14
2017-02-27 16:30:00,8.762083e-14,7.3904695e-14,7.533386e-19,3.8180537e-19,1.5154784e-20,1.0393308e-20,1.4145251e-18,5.1225657e-20,1.9901151e-14
